X,Y,Z
546,1002,2820
-448,896,7778
168,903,2970
2545,2921,-1649
-532,751,9597
-56,923,2722
-129,908,2762
2638,2941,-1816
-353,1012,2928
-456,990,3046
-402,1250,9775
254,822,3130
2935,2900,-1679
-224,945,3371
-236,939,3420
-267,975,3335
-284,939,3377
-368,956,3427
2796,2933,-2124
-1136,1060,3346
-1138,1037,3350
-3314,927,4381
-1126,996,3344
-1122,980,3346
-5260,1897,5243
416,743,3236
-1147,898,3364
4662,3253,-4006
-1158,845,3362
4668,3260,-4012
-1193,780,3359
4926,3313,-3851
-1119,725,3356
-1307,612,3362
4553,3078,-4165
-4873,1097,4984
-5031,1080,5147
-1247,511,3367
-1302,492,3327
2588,2906,-1561
-2818,618,3830
-4977,932,5009
2719,2930,-1723
465,222,3258
3023,2901,-1709
-1359,426,3382
-4997,737,4818
2813,2936,-2124
495,151,3227
449,49,3249
3225,2979,-1903
-74,173,3659
2504,3016,-3096
-1884,319,3641
4987,3247,-3599
-4807,444,5135
547,-15,3169
4661,3075,-4060
-2595,144,3606
-5371,327,5796
-5486,304,5776
-5553,244,5412
3667,2777,-538
264,-124,3363
3570,2737,-685
264,-124,3363
99,-184,3478
-5339,52,6346
-5373,88,6185
3706,2779,-547
-5328,67,6037
-5363,25,6121
4027,2623,-319
-5480,203,5787
3780,2801,-988
535,-213,3151
362,-314,3283
4438,2745,-416
337,-316,3298
2457,2835,-3702
331,-300,3288
260,-318,3356
3762,2753,-510
160,-271,3434
114,-230,3458
217,-361,3324
4398,2747,-469
-4878,-673,5937
4395,2730,-390
-5046,-725,5770
261,-621,3248
-5057,-825,5773
3589,2713,-538
-5094,-733,5593
-5049,-919,5750
3812,2670,-410
-5085,-883,5691
3830,2649,-384
-5050,-950,5747
-5148,-877,5624
4055,2731,-323
-5442,-631,5147
4055,2731,-323
-5309,-673,4987
229,-722,3293
4202,2733,-376
229,-722,3293
4271,2708,-284
-5064,-1001,5755
3844,2808,-1015
-5065,-1180,5727
-5085,-1132,5613
-5174,-1102,5510
3486,2754,-523
-1747,-807,3423
3566,2781,-669
-1884,-838,3501
3798,2764,-470
-1491,-910,3180
3798,2764,-470
-2033,-988,3562
3822,2759,-435
-1931,-1052,3490
3923,2749,-444
-1867,-1103,3432
3923,2749,-444
-5175,-1787,5735
3949,2756,-443
-5099,-1673,5569
3985,2746,-429
-5062,-1657,5502
3758,2817,-968
-5055,-1811,5579
4179,2737,-377
-5081,-1790,5533
3865,2834,-1068
-1904,-1379,3444
3855,2818,-1069
-4713,-2158,6153
4359,2720,-386
-4757,-2072,6079
-4687,-2308,6156
-5125,-1972,5521
-5052,-2068,5600
-5059,-2070,5548
4538,3061,-4134
-5107,-2071,5552
-5069,-2123,5493
-5079,-2202,5485
-3993,2217,4360
-5092,-2105,5482
-5102,-2096,5436
3797,2686,-439
-5086,-2165,5461
3929,2751,-431
-2323,-1685,3740
3980,2750,-394
-1838,-1948,3338
3994,2744,-389
27,900,3451
3976,2645,-352
-179,939,3436
-242,941,3386
-3230,2334,3842
-304,939,3403
4070,2756,-504
-323,933,3377
-1129,1050,3356
-1151,1039,3319
4481,2680,-254
-1167,1006,3330
410,740,3255
5022,3287,-3665
-3412,1945,4450
318,705,3337
4968,3243,-3728
318,706,3338
298,704,3331
103,884,3605
37,865,3679
3574,2718,-553
-44,876,3587
3780,2750,-502
-35,879,3651
3872,2743,-468
-76,890,3589
3824,2670,-407
-131,891,3579
-3336,900,4317
-186,891,3594
3989,2751,-410
-233,916,3565
4004,2749,-397
-609,1601,8404
-1153,941,3334
4002,2734,-329
-1107,821,3334
4042,2754,-380
-1131,867,3358
-1122,767,3346
-1155,735,3351
-1162,726,3365
4165,2755,-444
-1164,650,3326
4221,2737,-382
-1181,645,3344
-1214,625,3374
3855,2805,-1051
553,286,3226
4370,2726,-408
-1147,549,3351
4716,2618,-300
-1213,552,3342
-512,223,7744
417,186,3289
-1442,364,3346
515,136,3211
533,68,3189
4839,3255,-3881
518,66,3201
4835,3232,-3848
518,66,3201
5000,3252,-3713
481,69,3227
325,126,3340
263,67,3385
226,145,3426
-2257,244,3435
483,-16,3217
2727,2959,-2214
437,34,3254
18,68,3573
-4874,244,5542
4085,2756,-475
546,-129,3148
4165,2748,-455
553,-142,3154
552,-142,3155
553,-155,3154
553,-155,3154
410,-103,3251
3780,2793,-1059
383,-109,3280
3850,2802,-1064
419,-158,3250
3850,2802,-1064
-3218,2333,3836
83,-150,3494
3816,2798,-990
-3218,2333,3836
-40,-75,3590
3837,2800,-992
-2777,1,3617
4465,2679,-283
-5399,88,6078
243,-303,3367
4442,2735,-423
187,-285,3412
4649,43138000,-412
145,-314,3442
-1,-288,3542
4618,3221,-3662
-1594,-215,3348
4666,3274,-4033
-5465,-31,5552
-5521,-33,5626
408,-387,3173
4798,3240,-3776
408,-387,3173
296,-412,3255
295,-412,3255
240,-416,3294
-1594,-264,3350
350,-545,3197
4122,2734,-427
-347,1664,7927
-1712,-407,3435
4355,2723,-344
-4909,-774,5967
3260,2994,-2000
-4891,-658,5913
3317,2991,-1939
-4932,-708,5945
4421,2765,-325
-5015,-745,5935
4504,2752,-300
-4964,-563,5653
4446,2716,-403
-5095,-534,5647
4672,3256,-3947
-5095,-534,5647
4603,3150,-3923
-5159,-548,5632
4757,3212,-3912
347,-612,3179
-4886,-1004,5985
-5158,-811,5491
171,-789,3328
2723,2911,-2967
-1846,-764,3482
2674,3003,-3160
-5113,-1226,5775
388,-856,3159
3082,2916,-2369
272,-871,3238
4336,2821,-893
209,-855,3290
-2362,-802,3351
2836,2980,-2916
-4679,-1603,6266
4182,2795,-692
-4892,-1310,5894
2301,3098,-2720
-4892,-1310,5894
167,-1014,3295
4066,2793,-1187
-1440,-885,3147
4334,2685,-779
-1851,-1050,3439
4451,2701,-638
-2523,-1201,3941
3451,2843,-3241
-4704,-1674,6225
-4668,-1815,6222
2581,2966,-2143
-703,-13,7848
-4668,-1815,6222
3295,2998,-1963
-2465,-1275,3892
4407,2775,-633
-4494,-1913,6176
4137,2788,-1259
-5077,-1725,5555
-5102,-1744,5504
2676,2983,-2140
-4603,-2302,6215
3806,2774,-598
-4694,-2244,6158
4256,2769,-648
-4678,-2341,6139
4325,2746,-548
-4864,-2230,6034
4326,2769,-635
-5070,-1978,5540
-5264,-2040,5671
4074,3200,-3688
-5264,-2040,5671
-5279,-2067,5661
2559,2982,-2099
-5080,-2068,5497
3643,2782,-771
-5050,-2369,6002
3901,2790,-789
-5309,-2182,5696
3989,2802,-646
-5309,-2182,5696
4052,2758,-554
-5150,-2164,5534
4109,2788,-1070
-2685,-2017,3997
2404,2995,-2251
107,147,3519
2654,2972,-2056
368,-979,3159
3667,2765,-636
104,-1018,3355
3953,2784,-726
-1362,571,3360
3927,2769,-705
-1308,1023,3231
-1233,980,3283
4199,2813,-1133
-1236,635,3348
4242,2670,-1134
315,-549,3223
4304,2809,-1393
523,-136,3180
239,143,3396
359,-946,3169
3656,2773,-700
19,-113,3545
3707,2760,-587
-1858,-131,3543
3707,2760,-587
-1824,-383,3501
3772,2767,-545
172,-299,3400
3764,2770,-650
-1784,-247,3506
4006,2777,-614
24,181,3595
4091,2763,-517
24,181,3595
4353,2814,-1297
4541,2660,-1390
-2776,-810,3590
3775,3122,-3222
-2855,-831,3675
3721,2794,-814
-2274,-101,3368
3779,2775,-628
-3038,-861,3819
3779,2776,-628
-5430,-1859,5183
-5395,-2130,5122
4235,2748,-540
-5399,90,6132
2685,3063,-2738
-5400,90,6134
4035,2796,-858
-2577,-1418,3893
4110,2786,-759
-4909,-2242,5936
2568,2983,-3035
-5362,-2110,5195
2710,2952,-2847
-5374,-2170,5123
4111,2795,-1036
427,-291,3239
4243,2856,-1319
-2346,-1091,3837
-5220,-519,5422
2703,2975,-2100
-1516,-2018,3070
2912,2958,-1780
234,-1057,3251
2952,2920,-1753
283,-1034,3219
3699,2782,-707
217,-973,3274
3653,2777,-672
-73,-185,3602
2833,2956,-1945
-4767,-2191,6031
376,-169,3281
2843,2960,-2122
-4780,-2047,6039
3745,2796,-831
-5091,-1174,5642
-5120,-549,5321
3932,2763,-706
-5301,-635,5194
4016,2764,-597
-5302,-636,5193
400,-306,3266
2893,2997,-2365
-1758,-212,3493
4073,2780,-673
-1758,-212,3493
4229,2766,-533
-1644,-585,3350
4228,2762,-554
367,-1036,3148
-5783,-2497,5064
3335,2977,-1928
67,-83,3496
3923,2829,-1082
-4,-75,3570
3972,2796,-1015
-1905,-869,3533
3972,2796,-1015
-1921,-875,3562
3977,2795,-929
412,-983,3130
4071,2796,-816
4227,2775,-585
-5441,99,5962
4235,2766,-570
409,-430,3157
4241,2759,-585
-2226,-379,3294
4324,2774,-555
412,-509,3157
4310,2751,-517
-2000,-911,3578
4007,2806,-1031
94,-940,3366
4383,2776,-606
-5505,-1652,5058
2848,3084,-2942
4052,2797,-1168
62,-118,3509
2642,3010,-3374
72,-247,3459
3239,3031,-2840
-2312,-330,3431
-1826,-1052,3424
2402,2944,-1799
-2394,-1077,3829
2503,2905,-1676
514,-128,3170
514,-128,3170
2652,2892,-1737
-2271,-249,3404
2497,2996,-2131
-2278,-678,3304
2499,3008,-2149
-2130,-747,3342
2541,2977,-2093
-2120,-745,3328
3721,2779,-682
391,-1052,3140
2558,3010,-2339
222,-1095,3268
3672,2787,-766
-1955,-1443,3520
3703,2783,-724
-1527,-1827,3104
3810,2755,-558
-21,-195,3563
3813,2760,-556
-5504,-29,6038
3088,2933,-1851
107,-279,3467
-2373,-711,3383
2613,3059,-2625
2802,3010,-2399
-1862,-972,3439
2859,2996,-2297
185,-956,3286
3786,2789,-932
306,-79,3341
3789,2795,-930
346,-122,3306
3864,2786,-841
-42,-96,3617
3910,2791,-748
-1866,-109,3568
3931,2790,-785
36,-176,3527
3987,2793,-679
-1772,-201,3511
3978,2765,-665
-2247,-194,3320
4000,2769,-584
10,-269,3493
4066,2764,-577
356,-368,3218
4116,2756,-522
107,-328,3458
4178,2756,-467
-3217,2333,3848
-1636,-350,3387
4179,2757,-466
-3219,2304,3881
-2441,-362,3424
4003,2786,-755
-5263,-517,5052
4046,2772,-796
-2316,-479,3336
4098,2794,-750
-1853,-586,3494
4172,2779,-642
403,-610,3151
3952,2799,-990
317,-768,3219
4045,2790,-841
146,-846,3339
4084,2791,-779
-1938,-1126,3497
4180,2761,-628
-1464,-1068,3104
4305,2750,-487
-1503,-1235,3148
4386,2729,-441
-5085,-2225,5586
2548,2988,-3123
-1743,-1385,3378
3997,2816,-1095
-1797,-1884,3308
4287,2791,-747
-3195,1032,4217
-45,-22,3600
4287,2791,-747
4328,2763,-598
-58,-117,3611
4369,2778,-622
4390,2765,-591
-2254,-152,3334
2818,3049,-2968
-5351,104,5995
4164,2799,-1133
422,-263,3246
4171,2791,-1114
-1784,-291,3507
4087,2710,-1021
186,-309,3410
-2440,-292,3537
2815,2931,-2960
-2642,-398,3473
3182,3120,-2669
-2622,-546,3501
-5141,-725,5215
3267,3024,-2684
-2226,-577,3276
4180,2808,-1357
-2629,-607,3523
3288,3035,-2799
-5408,-874,5057
4303,2830,-1390
261,-621,3248
3157,2961,-3077
-5324,-936,5373
4495,2834,-1425
437,-711,3159
-1815,-814,3420
4046,3136,-3448
-1932,-821,3544
-2275,-826,3275
4213,3182,-3609
-4756,-1565,6140
2380,2927,-1858
-5461,-1310,5068
2433,2961,-1805
-5467,-1312,5074
2079,3001,-2529
-1930,-1044,3537
407,-1028,3137
355,-1033,3159
3634,2773,-649
-5449,-1938,5162
2494,3044,-2333
-5172,-2188,5467
2534,3015,-2286
-5458,-2070,5038
2676,2968,-2053
-5490,-2067,4993
3662,2773,-660
-271,1521,8800
-5470,-2099,5009
3709,2773,-697
-1729,-1376,3314
3752,2751,-538
33,-111,3531
3785,2775,-659
-3315,967,4408
-1758,-172,3508
3785,2775,-659
-1311,1061,3266
-1788,-174,3531
3812,2790,-673
393,-262,3265
3809,2761,-644
-2588,23,3609
289,-295,3335
3813,2767,-641
167,-253,3428
3848,2760,-534
-3300,890,4424
-1840,-257,3554
3915,2766,-514
-1058,1021,3233
-2236,-261,3332
3952,2762,-488
-320,1311,9752
150,-325,3436
3971,2765,-473
-119,1069,1912
123,-305,3460
3971,2765,-473
-687,720,10101
92,-359,3434
2370,3059,-2797
-82,1055,2088
-2246,-305,3338
2431,3051,-2639
-2578,-349,3402
2431,3051,-2639
-2648,-367,3464
2566,3032,-2525
-1650,-408,3384
3811,2792,-793
-2893,520,3947
-606,-594,3598
4037,2761,-522
-5077,-855,5585
4037,2761,-522
-2243,2370,2997
-5198,-866,5414
2318,3095,-2961
-2783,1940,6317
-5286,-788,5257
-3267,968,4444
-5208,-1040,5467
2611,3025,-2548
-827,1623,2233
-5369,-1070,5011
2611,3025,-2548
110,-780,3366
2806,2988,-2306
-860,1008,2920
-1906,-929,3496
2815,3012,-2343
-443,960,2097
-1906,-929,3496
2815,3012,-2343
-2279,-834,3303
3107,2952,-1929
-3838,2124,4973
-4768,-1539,6085
3877,2793,-821
-2716,1883,6695
-4833,-1521,6090
3874,2782,-814
-1308,1104,3246
-5407,-1278,5129
3906,2793,-827
-830,1421,10122
-5446,-1391,5022
3907,2795,-805
-292,1018,2032
-1835,-1001,3421
3908,2793,-768
-3506,2360,3253
-2616,-1146,4033
3915,2787,-770
-2439,-1028,3625
3902,2749,-770
104,-987,3358
3947,2778,-758
-3229,2444,3082
-1558,-997,3207
3971,2769,-675
-3703,2265,3936
-5083,-1813,5594
3998,2773,-675
-5416,-1680,5146
4012,2786,-598
-5416,-1680,5146
4142,2758,-432
-4731,-2107,6126
4129,2752,-509
-4771,-2266,6040
4161,2756,-481
-2781,2328,3471
-5085,-1972,5525
4170,2742,-460
-5071,-2099,5588
4188,2750,-456
-2841,1913,6513
-5489,-1928,5013
3877,2745,-902
-2709,1886,6754
-6118,-1969,5331
3935,2793,-907
-2666,1874,6759
-6042,-1922,5139
4030,2789,-824
-2289,1856,6854
-1848,-1316,3398
4035,2780,-813
-1893,-1370,3425
4051,2782,-705
-3294,912,4424
-5463,-2001,4993
4142,2788,-681
255,-54,3377
4149,2767,-645
-2763,1126,5251
127,-19,3474
4177,2784,-625
-2695,1099,5340
14,-11,3595
4192,2770,-527
-472,56,3961
2184,3054,-3349
-3148,476,4691
-472,56,3961
3993,2792,-914
-3065,507,4797
204,-128,3405
3993,2791,-914
-3065,507,4797
171,-123,3446
4009,2795,-956
-3169,438,4653
101,-147,3482
4034,2772,-868
-3192,189,4593
118,-185,3481
4089,2803,-837
-3097,63,4655
130,-191,3456
4114,2779,-744
-2213,79,3359
-1672,-165,3421
4161,2782,-735
-1627,-172,3388
4161,2782,-735
-5309,31,6012
4184,2779,-703
-1687,-230,3439
4184,2779,-703
292,-331,3284
4214,2777,-658
242,-324,3362
4214,2777,-658
186,-323,3436
4251,2783,-674
-1793,-333,3509
4342,2744,-500
405,-542,3156
4353,2748,-478
-619,-620,3700
4349,2745,-480
-1632,-616,3347
2803,3126,-2924
-2607,1963,6063
243,-622,3270
3038,3062,-2568
-2760,1891,6703
-2265,-663,3327
4010,2803,-1142
-2622,1837,7109
-5079,-1141,5633
4100,2808,-1036
-2334,-792,3347
4230,2807,-793
-5423,-1139,5050
4237,2802,-780
-1955,1802,7250
315,-786,3219
4257,2795,-775
196,-802,3306
4257,2795,-775
-3032,572,4846
-2501,-1055,3951
4287,2791,-728
-3096,490,4755
-4751,-1570,6148
4263,2761,-797
-3077,499,4778
-5436,-1283,5050
4340,2762,-583
-830,1392,10255
332,-843,3202
4396,2763,-567
-738,1097,2434
-4726,-1850,6145
2723,2921,-2959
-3095,398,4744
-4726,-1850,6145
3018,3031,-2737
-145,1076,2173
-4736,-1831,6122
3032,3028,-2600
-2188,495,3419
-5426,-1493,5123
3082,3020,-2645
-3169,7,4500
-5388,-1633,5197
4072,2802,-1226
-2195,109,3379
-5388,-1633,5197
4082,2804,-1104
-3192,-236,4446
379,-924,3157
4539,2741,-567
-2248,-134,3377
-1687,-1031,3330
2796,2943,-2989
-3218,-353,4400
-1851,-1090,3451
3188,3014,-2597
-5110,-1806,5601
4115,2785,-1321
-5432,-1762,5057
4138,2803,-1317
-5444,-1640,5031
4150,2810,-1198
396,-1018,3134
2431,-941,-258
358,-1016,3160
3008,3035,-2961
271,-1037,3230
4195,2807,-1357
267,-1047,3230
4234,2811,-1347
203,-1027,3270
4239,2808,-1274
-2529,-1410,3868
-5077,-2042,5497
4399,2830,-1357
-5123,-2211,5549
4396,2824,-1316
-5126,-2244,5552
3468,3060,-2827
-5382,-2162,5101
4458,2734,-1321
-5466,-2048,4994
4458,2734,-1321
-1709,-1334,3316
3309,2914,-3026
2523,-1027,-312
-1861,-1368,3391
3535,3180,-3172
2523,-1027,-312
30,-4,3547
3320,2966,-3214
-47,-57,3592
120,-136,3467
3656,3110,-3192
120,-136,3467
4738,2877,-1706
-22,-123,3574
3888,3139,-3377
-53,-140,3595
3889,3090,-3230
-5440,204,6020
4110,3093,-3024
4014,3113,-3277
-1759,-181,3517
4226,3193,-3665
-5415,111,6056
-5349,56,5788
4317,3224,-3887
137,-295,3451
2397,2949,-1849
-32,-264,3577
3663,2766,-606
-1613,-288,3376
3663,2766,-606
-2192,-282,3282
3695,2757,-557
80,-812,3387
256,-312,3358
2750,2965,-2047
280,-338,3359
2646,2997,-2250
239,-345,3345
2655,3000,-2283
95,-1080,3392
232,-366,3312
2675,2998,-2251
95,-1080,3392
140,-335,3452
2944,2926,-1817
-1758,-337,3495
260,-1090,3235
377,-396,3195
-5012,-538,5669
3765,2762,-725
406,-418,3184
54,-572,3418
2371,3071,-2771
189,-999,3293
-1758,-628,3437
2394,3124,-2818
-1776,-623,3460
2669,3006,-2333
-5185,-838,5440
3860,2777,-727
-5255,-759,5314
3902,2778,-677
343,-1035,3159
-5345,-793,5240
2465,3132,-2803
149,-631,3342
2573,3039,-2590
159,-826,3335
79,-634,3393
2763,3014,-2345
162,-921,3327
-5085,-1155,5756
2904,2971,-2137
159,-953,3229
-5253,-1008,5384
2942,2986,-2144
385,-681,3181
2976,2957,-2062
4109,-799,-1531
318,-688,3220
3027,2934,-2014
-2090,-786,3382
3210,2915,-1795
1591,-868,369
-5210,-1121,5475
3915,2801,-846
-5394,-1073,4995
3978,2785,-750
182,-840,3309
4003,2785,-721
198,-849,3298
-2588,-1093,4047
4016,2761,-665
114,-851,3362
-4687,-1565,6216
4035,2775,-661
-4821,-1464,5976
2477,3048,-2896
-4763,-1557,6105
2648,3057,-2655
-4901,-1412,5886
2718,3041,-2593
1292,-1274,-951
-5416,-1370,4983
152,-856,3334
2891,3018,-2391
384,-679,3171
153,-862,3329
-2006,-1031,3557
3861,2799,-936
1586,-884,367
-2595,-1104,3969
3894,2794,-936
1580,-884,371
-2635,-1210,4046
3873,2781,-901
-2671,-1122,4032
3899,2799,-891
-4697,-1692,6198
3898,2792,-876
-4699,-1709,6219
3938,2788,-902
-5495,-1483,4998
4066,2778,-750
-5443,-1544,5022
4084,2789,-737
-5458,-1594,4996
4085,2778,-728
295,-974,3215
4080,2736,-710
155,-1002,3315
4078,2759,-628
86,-1028,3368
4078,2759,-628
-4783,-1885,6059
4241,2793,-492
-5085,-1791,5604
2547,2990,-2936
-5099,-1732,5578
2566,2989,-2932
-2509,-504,3396
-5138,-1778,5563
2790,3056,-2616
-5445,-1688,5017
4014,2792,-963
348,-1027,3172
3985,2786,-902
342,-1031,3178
4039,2747,-848
241,-1033,3251
4100,2801,-804
123,-1040,3316
4100,2801,-804
-2478,-1413,3902
4178,2788,-772
-2605,-1423,3906
4187,2798,-724
-2536,-1411,3857
4360,2747,-480
-4803,-2121,6004
2605,2992,-2993
-1974,-1775,3486
-4867,-2218,5893
2666,2912,-2888
-5069,-1950,5543
4176,2770,-839
-5069,-1950,5543
4196,2795,-786
-5081,-2084,5486
4353,2785,-716
-2027,-1585,3503
-5205,-1922,5471
2714,2983,-3054
-5231,-1981,5422
2725,2991,-3061
-5246,-2053,5420
2730,2921,-2951
-5465,-1970,5016
2731,2922,-2952
-5956,-1927,5264
2746,2914,-2943
-5956,-1927,5264
2900,3017,-2789
243,-1094,3250
3133,3060,-2590
-5061,-2259,5636
4139,2806,-1085
-5414,-2080,5113
2932,3025,-3014
-5374,-2170,5123
3103,3019,-2802
-5435,-2157,5045
3125,3040,-2744
-584,-1724,-67
-5457,-2139,5000
3172,2999,-2775
868,-1442,-851
93,-181,3485
4516,2830,-1398
1132,-1703,-826
-5314,-2148,5210
3624,3084,-2961
-2330,-602,112
-1697,-191,3449
4330,3153,-3502
2526,443,-11
355,-1054,3161
4353,3155,-3520
-3364,-201,877
370,-1008,3156
4353,3155,-3520
-3491,-284,707
344,-1040,3175
4414,3191,-3549
-2086,-279,3
336,-981,3184
4444,3209,-3574
-3581,-498,613
129,-993,3332
4529,3224,-3687
-3574,-509,612
35,50,3552
-534,-1863,567
-1767,-1056,3380
-3427,-770,826
-1718,-1341,3298
72,162,-1712
-1744,-509,3454
-3464,-333,759
-1829,-1204,3400
-3410,-643,847
-1680,-373,3426
1491,-914,426
-1742,-537,3438
-3493,-704,733
-1781,-940,3401
229,-1008,3261
229,-1008,3262
95,-784,3387
119,-1039,3343
-1850,-144,3543
396,-815,3156
305,-985,3207
227,-903,3187
4946,1285,-3818
-1065,387,3784
-692,-810,3409
-717,-842,3541
181,-1016,3256
-2610,-8,3611
-5156,-758,5538
174,-780,3306
-5158,-2185,5343
546,-64,3162
-5476,324,5694
3302,3047,-3198
125,-404,3183
78,-166,3498
195,-337,3368
328,-362,3223
456,-681,3052
-3613,-49,649
-1430,-811,3125
555,198,3238
452,176,3281
452,176,3281
-1020,403,1717
58,-381,3427
-507,-861,3377
-5077,-1325,5647
-1473,-842,3128
189,-1064,3286
-1192,351,3529
496,1,3208
-571,-602,3686
-5192,-810,5474
-1461,-595,3171
353,-787,3191
295,-771,3237
-420,-281,-1357
-670,-873,3299
-1111,456,3426
-1314,421,3357
509,180,3220
-1100,294,3674
530,1187,-1671
245,85,3405
530,1187,-1671
426,40,3265
-3535,-631,750
426,40,3265
-2007,-945,3294
-5430,303,5562
507,-154,3187
-5454,152,6140
1074,1016,782
108,-315,3449
-2390,-302,3342
307,-831,3219
-3433,-548,842
-1703,-900,3196
-1642,1062,-187
-5075,-1586,5575
-554,1066,-462
-1230,662,3422
5686,1213,-3066
541,167,3198
3302,2671,-352
-3458,-233,776
541,167,3198
-3584,-633,674
136,146,3495
395,-110,3272
432,2257,-930
198,-172,3411
-83,1015,2521
-1850,-68,3581
3178,2572,-399
-1013,298,1807
-1797,-146,3552
-3585,-380,627
-1610,-348,3339
-2268,-628,129
-1816,-420,3491
-3543,-604,692
-1612,-553,3333
-3661,-737,624
248,-865,3259
-3421,-779,825
-1716,-912,3394
184,-998,3296
2777,3055,-2648
-1175,502,1885
80,-996,3383
3241,2712,-448
-1168,505,1921
-4710,-1860,6185
-5311,-1709,5021
-3327,-5,871
-5325,-1715,5033
5487,1322,-2875
-5075,-2008,5540
52,-55,3195
456,-1045,3145
-3219,-401,3524
-1168,651,3347
4219,395,-1501
-1176,551,3342
-3454,-273,772
-1212,555,3351
-3588,-529,650
-1306,585,3363
-3549,-540,726
-1327,446,3377
-3461,-567,768
-1352,422,3398
-2221,-535,15
-1295,322,3407
1417,-761,515
-1366,328,3415
3319,2659,-346
-3463,-648,763
280,80,3373
-3525,772,766
18,96,3565
-3742,604,445
-18,154,3612
4106,2864,-1171
519,4,3194
4505,3122,-3588
485,-16,3225
541,-134,3164
-1134,521,1768
522,-125,3177
201,-174,3436
840,767,1836
95,-98,3489
-177,949,-1135
-1845,-109,3603
-177,949,-1135
-5498,234,5678
-271,1000,-612
-38,-181,3579
1797,959,218
-2,-242,3519
3303,2692,-450
-3601,166,529
-1862,-174,3567
3411,2651,-220
-128,844,-975
-5517,16,5666
-1814,-136,3333
139,-313,3449
3791,3053,-3230
-2006,81,-60
59,-346,3493
194,-213,3168
-1570,-302,3298
-3531,-329,690
-1655,-234,3406
-3586,-415,610
-1531,-363,3269
-3586,-415,610
349,-477,3205
-3468,-473,748
-5212,-527,5471
-3411,-428,839
295,-551,3239
100,-629,3375
-3562,-554,653
-1840,-626,3457
-2163,-572,0
446,-684,3158
-3566,-578,640
221,-806,3293
-3535,-648,665
-1575,-800,3256
-3488,-614,730
-1491,-875,3168
-3516,-770,698
195,-1010,3285
621,2247,-1116
391,-968,3142
3303,2702,-459
-1054,1211,-136
202,-1040,3280
3361,2658,-302
3971,2819,-1212
-5102,-1928,5521
3469,2654,-141
4541,2901,-1390
251,-1083,3233
3569,2662,-40
1275,1053,588
-5051,-2162,5587
-568,941,-916
-5128,-2165,5408
1600,996,296
-1345,657,3347
-4448,-15,862
-1422,633,3349
-565,827,-1046
-1286,542,3354
3996,3104,-3317
-4427,-149,805
-1417,557,3355
-1226,514,3348
-104,-166,3217
-1332,516,3352
-3590,-339,616
-1391,320,3414
-3576,-388,589
517,-80,3188
-3479,-434,722
459,-58,3232
-3481,-541,762
448,-82,3236
-3586,-643,623
356,-72,3292
-3461,-667,779
507,-148,3187
-3424,-608,822
507,-161,3185
-3428,-671,793
497,-120,3194
-3428,-671,793
423,-171,3251
-3418,-673,813
-446,-84,3862
-1998,-654,-53
429,-213,3241
-2063,-648,6
-34,-245,3572
-1456,-169,3278
-5378,21,6171
-3540,-766,693
168,-287,3427
-3419,-722,806
-1456,-237,3269
3532,2657,-19
-617,1062,2345
-1459,-238,3274
3567,2610,30
-356,1085,2504
222,-348,3349
240,-416,3295
3235,2697,-467
-3370,490,788
-1759,-349,3479
3245,2704,-487
-3370,490,788
79,-431,3417
3562,2666,-53
-1929,1006,-24
78,-430,3410
-5156,-663,5576
-1118,607,1787
-5220,-519,5422
4145,3118,-3304
-1208,851,-516
-5237,-738,5421
1055,1014,764
-5257,-1106,5399
-4285,46,787
196,-778,3308
-4285,46,787
171,-818,3324
247,988,-998
-1530,-785,3205
1121,988,771
387,-855,3156
-3471,145,632
255,-885,3251
1739,842,267
255,-885,3251
-1861,-122,3328
138,-907,3338
-1462,-905,3218
-3417,-9,841
-1456,-893,3181
-3453,-53,794
-3035,-1173,4376
-3359,-32,896
-5131,-1493,5611
-5092,-1480,5570
-5112,-1494,5548
-3581,-55,602
257,-984,3240
-3394,-187,908
219,-936,3276
-3371,-185,883
-1667,-1013,3336
-3482,-313,701
-4705,-1973,6204
-3554,-345,656
-4803,-1916,6046
-3600,-455,577
-4803,-1916,6046
-3586,-484,605
141,-1027,3312
-3522,-540,681
-5072,-1900,5612
-3516,-571,682
-5082,-1967,5549
-3516,-489,741
-5062,-2068,5582
-3469,-533,727
-5073,-2019,5545
3530,2649,-11
-3406,-577,819
-5085,-1985,5528
3549,2642,11
-2566,-623,324
-5263,-1698,4951
3142,2724,-581
-2055,-599,-40
445,-1070,3106
1457,-850,465
251,-1086,3246
-3605,-633,626
-5078,-2158,5535
3428,2672,-220
-3612,-667,624
-1208,513,3330
-3550,-665,680
532,227,3209
3561,3064,-2983
-3553,-665,683
424,262,3291
3690,3078,-3084
-3477,-584,750
454,144,3254
3739,3101,-3166
-3463,-647,727
512,45,3199
-3428,-621,810
39,128,3564
-3616,-697,624
240,-18,3377
3544,2668,-81
-3556,-689,650
485,-87,3208
-3556,-689,650
367,-79,3299
-3518,-703,715
366,-96,3291
3694,3089,-3014
-3516,-725,716
210,-36,3428
3677,3120,-3204
-3498,-732,721
532,-131,3171
2777,2984,-2864
-3424,-768,725
512,-154,3181
2619,2969,-2874
-3420,-729,784
484,-166,3219
3169,3068,-2773
-3420,-729,784
468,-167,3227
3114,2960,-2018
-3406,-790,831
448,-162,3232
3164,2985,-2923
-3145,-836,850
262,-107,3366
