X,Y,Z
-9139,534,160
-6362,-1927,3948
-6363,-1964,3881
-6609,-2006,3571
-6783,-1374,4440
-6912,-1689,2931
-6390,-829,4018
-6814,-1545,2439
-7103,-1502,3090
-6593,-656,3725
-6839,-1826,2386
-6420,-1979,3696
-5826,-1530,1544
-5842,-429,1908
-6301,-827,4071
-6569,-1357,3529
-6466,-1651,3903
-6188,-246,2170
-7155,-318,3140
-6611,-1613,2181
-6833,-1757,2472
-6833,-1757,2472
-6438,-1705,2024
-6907,-969,3275
-6236,-1048,4035
-6544,-1209,3680
-6570,-1233,3618
-6619,-1342,3538
-6619,-1342,3538
-6590,-1428,3524
-6868,-1601,3070
-6788,-1700,2426
-6669,-1764,3477
-6956,-1873,3063
-6888,-1799,2993
-6832,-1802,2351
-6645,-1994,3506
-6762,-1361,2457
-6756,-1414,2457
-6523,-1542,3568
-6733,-1483,2351
-6719,-1468,2338
-6501,-1444,2104
-6646,-1695,3507
-6646,-1695,3507
-6773,-1681,2449
-6828,-1661,2348
-6346,-1454,2012
-6346,-1454,2012
-6916,-1931,3114
-6886,-1890,2823
-6598,-1912,3602
-6903,-1944,3155
-6335,-1697,1937
-6437,-1812,2027
-5827,-1525,1626
-5954,-1672,1676
-6678,-153,2288
-9650,537,-12
-9671,379,-10
-6655,-605,2296
-7014,-1304,4799
-6334,-1255,4059
-6709,-1312,3594
-6880,-1379,3103
-6610,-1489,3567
-6741,-1410,2431
-6696,-1351,2353
-6669,-1568,3529
-6335,-1633,3920
-6564,-1650,3645
-6639,-1705,3519
-6739,-1624,2311
-6693,-1630,2321
-6644,-1769,3541
-6864,-1836,3183
-6857,-1876,2747
-6423,-1610,2036
-6392,-1568,1977
-6535,-1729,2092
-6414,-1657,2042
-6161,-1713,1823
-6130,-1712,1802
-6130,-1712,1802
-6109,-1710,1791
-5825,-1554,1581
-6749,-203,2513
-6635,-170,2301
-6869,-274,2641
-6625,-273,2283
-6311,-690,4115
-6841,-673,2549
-6657,-607,2326
-6309,-991,4083
-6449,-837,2148
-6792,-1409,2322
-6877,-1583,3107
-6623,-1696,3552
-6726,-1575,2482
-6742,-1576,2317
-6742,-1576,2317
-6742,-1620,2323
-6093,-1332,1783
-6868,-1918,3121
-6901,-1805,2956
-6908,-1794,2932
-6432,-1622,2044
-6636,-1977,3457
-6720,-1800,2283
-6720,-1800,2283
-6593,-1737,2154
-6530,-1732,2112
-6428,-1682,2042
-6435,-1719,2043
-6387,-1633,1971
-6374,-1644,1975
-6352,-1717,1942
-6446,-1805,2040
-6146,-1700,1780
-6119,-1703,1779
-6661,-220,2343
-6910,-268,2602
-6705,-527,3696
-6919,-480,2990
-6976,-566,3249
-6930,-695,3075
-6823,-567,2561
-6935,-717,3164
-6840,-655,2563
-6307,-970,4078
-6860,-906,3088
-6702,-931,2308
-6522,-1178,3668
-6876,-1351,3064
-6805,-1384,3004
-6830,-1412,2965
-7027,-1469,2948
-6744,-1323,2483
-6316,-1485,4043
-6869,-1505,3004
-6899,-1533,2969
-6899,-1533,2969
-6719,-1390,2505
-6719,-1390,2505
-6745,-1342,2470
-6324,-1564,3933
-6895,-1583,2994
-6895,-1583,2994
-6352,-1599,3936
-6883,-1752,3087
-6471,-1523,2067
-6471,-1523,2067
-6904,-1794,2902
-6896,-1800,2895
-6889,-1797,2878
-6899,-1799,2853
-6799,-1728,2393
-6603,-1729,2151
-6439,-1602,2077
-6339,-1560,2092
-6448,-1672,2049
-6469,-1823,2038
-6198,-1712,1820
-6147,-1707,1791
-5835,-1323,1555
-6817,214,3786
-5808,-1463,1587
-5912,-1573,1580
-5835,-308,1849
-9469,538,135
-5948,-777,1629
-5887,-1479,1606
-6432,-1420,2070
-5801,-1497,1583
-6594,-968,3722
-6552,-1075,3717
-6466,-993,3544
-6606,-1041,3644
-6606,-1041,3644
-6463,-833,2127
-9457,612,12
-6446,-801,2141
-6367,-1109,2041
-6403,-1188,2092
-6059,-1701,1720
-6020,-1693,1716
-6376,-958,2053
-6397,-1352,2074
-5980,-1289,1676
-6089,-1677,1773
-6063,-1709,1745
-9348,498,146
-9272,458,142
-9538,443,-183
-6558,-1144,3679
-6627,-1142,3599
-6372,-943,2057
-6114,-1228,1780
-6153,-1447,1804
-6179,-1578,1802
-6086,-708,3654
-6580,-701,3662
-6464,-959,2123
-6574,-1290,3609
-6383,-1247,2038
-6605,-504,3711
-5944,-529,1828
-6711,-342,4539
-6335,-681,2118
-6455,475,1747
-6117,387,1711
-6005,-635,1816
-6242,-339,2177
-5831,-780,1608
-6180,-209,2183
-5827,-488,1822
-5765,-653,1582
-5891,-935,1672
-5866,-945,1603
-5882,-1095,1625
-6640,-617,2294
-5879,-941,1628
-5931,-1020,1694
-6816,-1608,3607
-5843,-1106,1604
-5839,-1354,1617
-6698,250,4397
-6748,728,2140
-6941,405,3179
-6843,323,3205
-6637,-552,2323
-6914,-869,3107
-5744,-664,1534
-6853,-1227,3142
-5795,-941,1575
-6952,-1752,3056
-6740,363,3903
-6682,355,3690
-6903,-805,2994
-6922,-1093,3164
-6513,-1250,3658
-6580,-1389,3605
-6056,-1110,1748
-5797,-966,1563
-5841,-1071,1618
-6661,690,2110
-6808,114,3955
-6332,-357,4149
-6332,-357,4149
-6796,-113,2614
-6847,-623,2500
-6000,-1131,1723
-5921,-1149,1726
-5971,-1277,1672
-6090,-1380,1779
-6021,-1704,1684
-6814,598,2059
-6761,182,4049
-7430,496,2727
-7449,567,2353
-7420,520,2396
-9506,547,116
-6703,-474,2401
-6603,-427,2339
-6688,-433,2335
-6706,-488,2389
-6433,-492,2303
-6403,-619,2143
-6807,-853,2545
-6807,-853,2545
-6774,-876,2421
-6526,-814,2072
-5854,-687,1683
-6546,-975,2293
-6596,-1023,2274
-6009,-1257,1695
-5948,-1333,1675
-6801,424,4070
-6742,381,3995
-6735,375,3969
-6748,343,3919
-6829,603,2900
-6533,690,2037
-6533,690,2037
-6828,316,3755
-7142,436,3510
-7141,436,3497
-6935,465,3182
-6947,626,2175
-6776,622,2017
-7575,522,2641
-7575,522,2641
-6688,146,2198
-6669,-282,4595
-6694,-389,4542
-6887,-170,3144
-6884,-197,3098
-6512,-29,2297
-6905,-217,3160
-6908,-217,3107
-6819,-149,2621
-6792,-242,2626
-6575,-163,2348
-6903,-369,3202
-6829,-389,3182
-6833,-341,2638
-6901,-280,2603
-7046,-444,3192
-6884,-502,3096
-6799,-374,2614
-6791,-382,2605
-6782,-420,2601
-6782,-420,2601
-6561,-350,2308
-6254,-350,2208
-6254,-360,2197
-6943,-577,3162
-6869,-559,3108
-6741,-500,2400
-6664,-466,2333
-5836,-419,1881
-5887,-437,1848
-6894,-666,3154
-6945,-709,3169
-6945,-709,3169
-6905,-605,2910
-6905,-605,2910
-6819,-599,2556
-6850,-625,2566
-6745,-610,2568
-6822,-570,2444
-6740,-583,2359
-6582,-528,2256
-6331,-510,2201
-6925,-772,3155
-6890,-770,3156
-6922,-786,3162
-7069,-778,3057
-6673,-669,2573
-6812,-723,2558
-6742,-717,2573
-6895,-888,3075
-6812,-771,2549
-6755,-767,2435
-6768,-857,2417
-6735,-1023,2530
-6910,-1264,3127
-6896,-1253,2987
-6809,-1142,2481
-7026,-1218,2437
-6362,-981,2126
-6373,-981,2067
-5928,-912,1737
-6909,-1298,3121
-6909,-1298,3121
-6804,-1263,2495
-6743,-1271,2340
-5900,-931,1665
-5909,-995,1651
-6517,-1260,2129
-6321,-1160,2044
-5981,-1050,1594
-5832,-1173,1592
-6138,-1543,1785
-5810,-707,1588
-6636,-575,2286
-6636,-575,2286
-5839,-708,1619
-6531,991,2022
-5898,-814,1679
-5898,-878,1672
-5884,-880,1630
-5794,-408,1800
-5874,-642,1595
-6913,-1420,3201
-6813,121,3843
-6860,-509,3186
-6887,-633,3191
-5780,812,2727
-5850,-759,1650
-5903,-836,1670
-6219,983,2885
-5759,-385,1821
-5951,-870,1634
-5990,-972,1714
-5990,-972,1714
-6912,-91,4331
-5901,636,3784
-5902,636,3784
-6188,-654,1972
-5935,-624,1748
-6393,-683,2081
-6165,-688,1899
-5986,-677,1752
-6775,-1904,3656
-7038,565,4347
-6670,840,2059
-6885,799,2183
-7481,424,2935
-7875,349,2816
-6619,-609,3628
-6591,-638,3701
-6388,-483,2230
-6309,-477,2218
-5830,-400,1854
-6617,-831,3643
-6607,-1030,3616
-6394,-793,2082
-7081,619,2401
-7585,492,2633
-6569,-616,3699
-6598,-627,3710
-6637,-688,3664
-6138,-446,2141
-5852,-413,1882
-6699,-798,3679
-6405,-660,2137
-6365,-669,2152
-6385,-715,2041
-6414,-825,2117
-6371,-792,2047
-6576,1156,2954
-7067,467,4157
-7168,553,3584
-7186,729,2472
-7005,678,2356
-6939,703,2253
-7002,664,2222
-7256,453,3607
-7035,101,2445
-6652,-273,3685
-6652,-273,3685
-6181,-139,2188
-6630,-563,3680
-6418,772,3086
-6644,-216,4710
-6743,335,4405
-6641,484,4496
-6771,202,3770
-7566,531,2668
-5799,-162,2142
-5841,-706,1848
-6564,-85,2302
-6930,-314,3051
-7214,483,2925
-6961,83,3962
-7329,189,3260
-6272,-637,4007
-6926,-775,3171
-6887,-1022,3207
-5902,-698,1719
-6940,-1359,4676
-6533,632,4480
-6767,1161,1959
-6648,510,4465
-6423,805,2277
-6986,514,4377
-7012,549,3765
-6828,356,3682
-6926,419,3235
-6139,-338,3914
-6668,-60,2455
-6934,-474,3209
-6892,-852,3162
-6422,-1005,2115
-6930,-1688,3127
-6569,744,4557
-6290,668,3314
-6798,1115,2037
-6703,312,4986
-6838,550,3869
-6881,687,2570
-7054,394,3656
-7193,300,3317
-7193,300,3317
-7150,128,3345
-6951,-425,3122
-6552,-701,3716
-6298,-470,2245
-6640,480,4562
-6425,774,2234
-6466,541,1795
-7854,373,2810
-6285,57,2291
-6855,-323,2869
-6291,-497,2208
-5879,-689,1707
-5846,-662,1617
-6896,706,3119
-7051,538,3678
-7174,711,3075
-6905,427,3109
-7422,606,2956
-7629,419,2950
-7090,-159,3271
-6584,-110,2326
-6791,-201,2491
-6834,-514,2601
-5850,-662,1682
-5883,-713,1652
-6593,-1433,3591
-6471,699,4478
-6417,965,3183
-6321,723,3186
-7190,653,3382
-6664,632,2644
-6802,318,4055
-6834,677,2389
-6647,632,1968
-6351,516,1837
-6382,-147,4829
-7218,280,3704
-6677,-87,2435
-6558,-57,2353
-5839,-453,1852
-5755,-427,1795
-5761,-419,1772
-5884,-598,1674
-5874,-628,1650
-6658,-929,2249
-6003,-695,1756
-5833,-676,1649
-6557,-1166,3689
-6557,-1166,3689
-6422,314,3652
-6999,719,2327
-6989,672,2420
-6437,595,1787
-6745,214,3827
-7099,394,3746
-7220,430,3315
-6961,357,3232
-6939,415,3120
-6363,488,1811
-6202,539,1624
-6348,-137,4817
-6480,-140,4823
-6523,-176,4820
-6492,-224,4793
-6819,-54,2602
-6543,-56,2333
-6796,-176,2565
-6940,-347,3218
-5711,-408,1793
-6654,-603,2311
-6927,-886,3158
-6606,-688,2262
-6923,-1260,3076
-6874,-1343,2780
-6529,-1135,2061
-6760,-1737,3660
-5895,787,2790
-6468,1160,1960
-6602,808,2368
-6551,726,2408
-6765,258,4326
-6680,340,3918
-6718,289,3794
-6924,371,3235
-6874,398,3147
-6540,-196,4916
-6494,-209,4786
-6081,127,2136
-6716,-386,4536
-6746,-447,4559
-6338,-405,4168
-6338,-405,4168
-6642,-239,3709
-6507,-37,2286
-6307,-646,4079
-6561,-340,2285
-6496,-378,2311
-6255,-331,2205
-6240,-328,2187
-6655,-635,3634
-6828,-480,2527
-6582,-419,2270
-6262,-421,2207
-6915,-768,3285
-6985,-718,3210
-6608,-830,3641
-6623,-852,3640
-6620,-687,2241
-6271,-605,2205
-6913,-984,3073
-6798,-791,2523
-6616,-1118,3615
-6907,-1196,3138
-6954,-1207,3136
-5924,-793,1646
-6573,-1210,3673
-6656,-1250,3596
-5876,601,3805
-6067,824,2791
-6261,665,3331
-6354,711,3005
-6298,711,2980
-7411,547,2927
-7439,632,2559
-7387,604,2584
-6295,-300,4189
-6486,-13,2277
-6586,-158,2289
-5811,-162,1892
-6795,-275,2614
-6240,-251,2216
-6186,-321,2165
-6185,-359,2162
-6866,-598,3250
-6932,-576,3182
-6739,-491,2607
-6742,-541,2609
-6931,-692,3156
-6830,-586,2584
-6862,-630,2550
-6808,-603,2511
-6913,-819,3201
-6920,-798,3151
-6920,-798,3151
-6921,-815,3149
-6921,-815,3149
-6872,-783,2568
-6835,-780,2576
-6287,-885,2627
-6778,-902,2409
-6563,-1171,3677
-5961,-882,1754
-6411,-1160,2107
-6294,1013,2980
-6291,984,2977
-7408,554,2915
-6805,636,2059
-6414,545,1743
-7563,530,2666
-7582,537,2628
-7492,545,2554
-6400,-163,4808
-7109,182,3285
-7427,423,2583
-6275,-247,4156
-6689,-298,4551
-6696,-337,4587
-6326,-287,4171
-6330,-300,4170
-7823,130,2919
-6325,-333,4137
-6624,-82,2424
-6629,-90,2411
-6472,-24,2289
-6557,-394,3785
-6863,-243,3223
-6863,-243,3223
-6870,-225,3136
-6511,-162,2290
-6671,-244,2375
-9065,24,292
-6699,-367,2626
-6771,-405,2606
-6748,-374,2503
-6557,-391,2300
-6257,-337,2190
-6224,-346,2167
-6191,-386,2158
-6480,-717,4295
-7018,-639,3167
-6845,-579,3081
-6721,-478,2603
-6665,-523,2327
-6676,-524,2323
-6236,-420,2204
-6236,-420,2204
-6913,-688,3200
-6925,-707,3160
-6862,-588,2558
-6437,-509,2218
-6893,-801,3089
-6875,-1079,3131
-6873,-1069,2496
-6663,-989,2282
-6614,-999,2222
-5889,-790,1686
-6906,-1208,3023
-7009,-1299,2805
-6806,-1165,2499
-6806,-1165,2499
-7026,-1218,2437
-6971,-1235,2460
-6971,-1235,2460
-6431,-1173,2086
-5628,-253,1791
-6767,240,3913
-6788,429,4906
-4996,797,2378
-5152,1002,2497
-6216,671,4728
-7074,570,2264
-5193,868,2386
-6441,1145,1972
-5689,590,4089
-5643,576,4134
-5704,637,4065
-5599,870,2581
-5599,842,2578
-5785,886,2801
-5890,613,3780
-5828,806,2850
-5802,-99,1883
-5737,-164,1874
-5831,-328,1884
-5819,-415,1943
-6069,708,3572
-6569,529,4527
-6433,448,4814
-6552,518,4639
-6646,448,4459
-6579,516,4572
-5816,1639,4045
-6031,827,3331
-6880,411,3243
-5230,879,2478
-6359,654,3286
-5942,778,2728
-6751,450,3972
-6206,392,3507
-6915,407,4293
-6833,609,3181
-6520,168,4479
-5760,813,2805
-6407,850,2187
-6900,655,3360
-7271,577,2906
-7012,215,2502
-6551,-337,4472
-5378,881,2526
-6272,801,3000
-6449,759,3031
-6570,643,3471
-7267,608,2451
-6361,450,1790
-7581,505,2649
-5321,1003,2485
-6519,805,4476
-6519,805,4476
-6570,732,4442
-6477,618,4393
-6480,620,4395
-6051,756,2794
-6051,756,2794
-6369,767,3103
-6618,434,4458
-7159,609,3448
-6849,788,2134
-6567,673,2057
-6807,347,4010
-7404,676,2712
-6718,641,2211
-7235,619,2356
-7249,623,2353
-6318,461,1682
-6736,-30,4527
-6916,76,3952
-7243,338,3190
-7729,411,2817
-7404,510,2465
-7107,43,4062
-7548,277,3193
-6649,44,2258
-5178,945,2424
-5178,945,2424
-6239,665,4920
-5787,846,2851
-6544,797,4427
-6484,614,4564
-6646,791,2343
-6541,392,3532
-7135,620,3337
-6838,800,2336
-6936,461,3502
-6881,363,3180
-6881,363,3180
-6823,-20,4396
-7519,362,3053
-7333,454,2346
-7763,250,3478
-6561,-558,3654
-5075,990,2361
-5098,919,2238
-6201,449,5037
-6610,506,4880
-6678,1056,2018
-6520,455,3582
-6633,795,2003
-6667,294,3778
-6852,424,3162
-6844,423,3163
-6986,491,3107
-7284,679,2605
-7122,678,2589
-6931,662,2297
-7042,646,2349
-6677,594,1964
-7194,368,3502
-7221,337,3456
-7188,403,3371
-7188,403,3371
-7394,545,2822
-6984,575,2203
-6915,582,2141
-6830,583,2082
-6777,600,2013
-6811,567,1976
-6753,571,1903
-6298,494,1615
-7484,461,2973
-7569,464,2778
-7528,456,2782
-7351,156,3230
-7643,340,2627
-7479,314,2548
-7908,206,2778
-6591,-24,2290
-6900,-153,2531
-6605,-138,2271
-5055,1037,2339
-5062,1011,2355
-5167,996,2511
-5058,976,2347
-5069,957,2329
-5058,976,2297
-5048,938,2299
-5187,933,2446
-5086,945,2288
-5209,905,2474
-5225,884,2468
-5225,884,2468
-5894,694,3864
-6142,986,2885
-6142,986,2885
-5838,791,2826
-6081,640,3464
-6339,744,3093
-6754,347,4384
-6791,294,4337
-6705,631,2802
-6631,596,2767
-6598,691,1937
-7165,696,2525
-6928,380,3081
-7433,623,2577
-6782,8,4260
-6756,115,3903
-6756,115,3903
-7262,278,3426
-7543,439,2926
-7817,365,2895
-7806,390,2737
-7765,327,2550
-6366,129,2294
-6362,128,2296
-6761,-112,2399
-6693,-143,2352
-5161,1110,2387
-5074,1027,2288
-5074,1027,2288
-5184,985,2524
-5164,1034,2403
-5159,1048,2390
-5093,960,2357
-4914,893,2246
-5190,961,2447
-5223,972,2380
-5101,931,2350
-5080,907,2328
-5060,932,2245
-5178,879,2414
-5140,897,2372
-5142,898,2370
-5131,888,2360
-5131,888,2360
-6067,966,3633
-6067,966,3633
-6230,1247,2965
-6230,1247,2965
-5857,670,3824
-6198,1032,2910
-6198,1032,2910
-6464,720,4355
-6493,476,5025
-6472,676,4338
-6159,567,4119
-6492,413,5235
-6493,436,4866
-6493,436,4866
-6245,682,3313
-6011,698,2787
-6771,596,3953
-6717,610,3886
-6721,442,4455
-6785,519,3824
-6691,551,3676
-6627,308,4520
-6798,378,4012
-6798,378,4012
-6784,430,3804
-7154,663,3071
-6733,673,2261
-6730,237,4000
-6807,403,3756
-7079,613,2666
-6965,640,2322
-6965,640,2322
-6914,698,2278
-6705,206,3871
-7171,375,3449
-7412,481,2938
-7422,562,2763
-7357,570,2472
-7021,593,2260
-7644,531,2592
-6578,452,1861
-6482,452,1783
-6602,-196,4788
-6606,-195,4790
-7392,375,2335
-6342,-335,4099
-6237,-309,3560
-6560,-316,3792
-7001,-220,3182
-6931,-46,2529
-6843,-117,2518
-6558,-939,3720
-6835,-1230,3756
-6610,-1344,3587
-6919,-1420,3740
-5146,1045,2519
-5146,1045,2519
-5171,1092,2411
-5077,1055,2271
-5154,1014,2392
-5154,1014,2392
-5097,965,2372
-5086,972,2297
-5071,1016,2273
-5077,991,2264
-5912,1152,3869
-5814,1091,3844
-6271,1627,3047
-6312,1609,3073
-5196,978,2495
-5198,963,2510
-5205,945,2489
-5193,930,2476
-5148,982,2394
-5150,957,2388
-5150,957,2388
-5112,952,2375
-5127,925,2351
-5069,934,2321
-5094,915,2335
-5091,912,2281
-5098,910,2268
-6321,1505,3068
-5207,875,2443
-5208,873,2427
-5154,908,2391
-5178,875,2396
-6289,1392,3245
-6502,1539,3249
-6371,1292,3228
-5390,893,2403
-5732,635,4008
-6404,773,4602
-6373,643,4916
-6033,575,4092
-6067,704,3543
-6379,984,3190
-6378,982,3189
-5874,790,2783
-5870,757,2805
-6277,434,5041
-6589,567,4644
-6591,522,4543
-6353,775,3077
-6071,688,2843
-6749,574,4239
-6516,596,3597
-6418,267,4807
-6670,368,4532
-6675,369,4534
-6776,494,4028
-6790,580,3787
-6558,555,3621
-6486,485,3495
-6721,331,4587
-6923,780,2302
-6668,727,2069
-6723,239,4480
-6783,334,3766
-6783,334,3766
-6979,455,3663
-7005,498,3225
-7443,689,2971
-7103,667,2490
-6996,693,2330
-6922,660,2231
-6771,669,2130
-6778,671,2127
-6323,-132,4971
-6689,230,3853
-6720,195,3851
-6763,278,3736
-7180,390,3676
-7275,415,3627
-7235,374,3553
-6880,311,3185
-6846,304,3186
-7568,558,2672
-7303,613,2450
-7319,617,2446
-7579,591,2484
-7410,547,2441
-7331,565,2360
-7185,627,2283
-7103,578,2203
-6534,469,1903
-6528,507,1833
-6373,455,1719
-6380,457,1715
-6208,503,1613
-6669,-56,4664
-6752,117,4038
-6841,184,3714
-7370,394,3013
-7412,457,2917
-7412,457,2917
-7766,443,2875
-7729,452,2785
-7495,463,2721
-6327,420,1685
-7537,369,2335
-8081,141,2759
-6774,-123,2580
-6606,-53,2364
-6696,-113,2358
-6987,-268,3233
-6994,-398,3215
-6908,-508,3311
-6937,-785,3137
-5117,1064,2512
-5178,1114,2415
-5157,1079,2404
-5141,993,2388
-5105,1002,2369
-5105,1003,2357
-5081,1000,2305
-5078,971,2341
-5093,985,2320
-6246,1613,3028
-5204,950,2504
-5042,905,2282
-5081,926,2262
-5256,928,2481
-5253,900,2467
-5179,900,2408
-5272,870,2480
-5222,873,2446
-5219,871,2449
-6371,1306,3080
-6371,1306,3080
-6228,1193,2955
-6485,690,4509
-6706,724,4670
-6472,688,4397
-6515,658,4406
-6235,564,4172
-6649,512,4679
-6288,714,3191
-6423,756,3079
-5995,722,2766
-6642,632,3634
-6524,287,4970
-6444,354,4345
-6798,674,3181
-6482,183,4788
-6801,439,4069
-6759,456,3982
-6741,359,4020
-6768,415,3829
-7116,611,3775
-6828,438,3761
-7231,577,3754
-7276,701,3373
-6937,645,3292
-6659,626,2700
-6839,723,2185
-6696,708,2150
-6601,705,2060
-6627,732,2029
-6663,729,1942
-6621,100,4919
-6812,257,4078
-6752,333,3902
-7144,466,3548
-7138,471,3512
-7162,577,3354
-7015,538,3148
-7204,691,2608
-7154,627,2564
-7029,639,2278
-6916,716,2247
-6932,722,2243
-6905,639,2267
-6872,666,2165
-6745,674,2157
-6876,646,2117
-6604,635,1926
-6223,569,1645
-6121,545,1569
-6709,198,3950
-7137,361,3658
-7241,427,3606
-7241,427,3606
-7254,411,3585
-7235,342,3513
-7256,440,3281
-6971,408,3105
-7445,572,2957
-7405,464,2878
-7602,681,2705
-7569,657,2688
-7372,581,2551
-7487,553,2549
-6544,523,1801
-6544,523,1801
-6443,526,1728
-6326,512,1686
-6337,529,1659
-6133,516,1555
-6133,516,1555
-6145,459,1492
-6780,120,3859
-6856,117,3785
-7510,422,2958
-7384,435,2896
-7439,519,2600
-7544,412,2580
-6554,429,1790
-6309,428,1709
-6572,-219,4839
-6592,-170,4822
-7923,326,2804
-7619,382,2581
-7547,325,2487
-7531,300,2474
-7103,132,2472
-7122,110,2465
-6883,-253,3374
-6986,-233,3247
-6974,-193,3170
-6991,-208,3156
-6770,-70,2544
-6583,-395,3807
-7010,-285,3219
-6919,-358,3190
-6677,-143,2326
-6677,-143,2326
-5134,1040,2499
-5178,1127,2395
-5163,1096,2390
-5077,1056,2379
-5062,1051,2368
-5145,1049,2373
-5145,1049,2373
-6078,1546,3045
-6245,1675,3032
-6078,1546,3045
-6245,1675,3032
-6369,1591,3117
-5229,915,2485
-5169,874,2386
-5129,893,2347
-5503,553,4311
-5240,847,2453
-5224,867,2394
-5595,615,4186
-5679,564,4104
-5767,581,4002
-6136,1044,2903
-6178,1037,2894
-6382,690,4696
-6518,722,4484
-6049,577,4087
-5947,632,3733
-5980,678,3679
-5990,680,3667
-6320,1002,3000
-6287,947,2962
-6287,947,2962
-6137,711,3499
-5985,764,2792
-5927,704,2780
-5872,685,2763
-6635,485,4797
-6652,504,4790
-6197,679,3304
-6289,681,3231
-6058,693,2830
-6750,523,4705
-6746,494,4608
-6667,566,4246
-6830,569,4237
-6953,555,4414
-6833,527,4094
-6756,527,3870
-6887,624,3785
-6500,491,3562
-6541,743,2401
-6523,827,2105
-6675,339,3917
-6787,461,3783
-7091,557,3766
-6569,726,2082
-6609,96,4931
-6820,342,4072
-6820,357,3777
-6820,357,3777
-6759,297,3759
-6818,319,3755
-6874,400,3736
-6902,437,3486
-7152,521,3466
-7136,450,3491
-7221,589,3295
-6843,434,3244
-7486,744,2978
-7196,706,2628
-7409,658,2602
-7269,643,2520
-7135,652,2438
-7184,666,2400
-6902,633,2366
-6956,618,2197
-6748,677,2121
-6885,626,2136
-6682,645,2093
-6734,643,2036
-6731,640,2013
-6654,632,1932
-7046,243,4170
-7023,239,4164
-6733,184,3977
-6753,143,3944
-6694,239,3813
-6705,225,3812
-6733,192,3874
-6773,164,3831
-6713,257,3794
-7194,362,3634
-7202,447,3373
-7438,613,2762
-7444,594,2748
-7574,684,2667
-7571,556,2648
-7548,636,2650
-7563,590,2642
-7443,588,2607
-7438,575,2556
-7445,558,2539
-7224,584,2567
-7325,647,2432
-7386,593,2370
-7176,613,2321
-6555,498,1875
-6464,543,1827
-6295,539,1697
-6307,510,1717
-6355,507,1685
-6790,166,3799
-7733,381,3501
-7281,268,3435
-7692,436,2928
-7410,432,2834
-7597,473,2680
-7623,448,2727
-7608,459,2698
-7359,452,2442
-7370,488,2326
-6349,429,1654
-7858,387,2822
-7791,322,2626
-7493,344,2561
-7485,324,2575
-7395,376,2367
-8032,248,2786
-6340,142,2291
-6982,-143,3261
-6983,-183,3257
-6910,-217,3252
-7003,-262,3251
-6932,-250,3241
-6903,-251,3241
-7007,-243,3200
-6906,-154,2632
-6791,-148,2586
-6707,-67,2461
-6582,-127,2314
-6541,-78,2305
-6536,-70,2278
-6524,-67,2265
-6902,-287,3369
-7019,-334,3241
-6624,-166,2305
-5180,1086,2414
-6254,1744,3046
-5214,1111,2398
-5171,1067,2414
-6041,1209,3911
-5880,1111,3864
-6041,1209,3911
-5880,1111,3864
-5183,950,2390
-5150,943,2376
-5107,925,2357
-5719,858,4172
-5190,845,2538
-5183,872,2366
-5135,877,2324
-5521,544,4303
-5580,551,4204
-6311,1269,3031
-6204,1257,2939
-5738,644,4023
-5787,654,3970
-5793,653,3948
-5929,786,3836
-6148,1114,2908
-6338,677,4707
-6261,696,4553
-5828,567,4107
-5787,585,3971
-6154,1004,2921
-6150,1007,2874
-6538,741,4394
-5924,627,3742
-6281,1017,2974
-6300,964,2973
-5851,793,2802
-5904,795,2798
-6660,712,4694
-6223,566,4177
-6168,564,4145
-6004,613,3633
-6138,655,3433
-6484,498,4801
-6591,492,4854
-6590,518,4682
-6463,554,4442
-6609,588,4496
-6583,535,4474
-6446,562,4331
-6376,548,4285
-6345,744,3199
-6325,721,3119
-6411,784,3076
-6034,697,2810
-6787,529,4648
-6787,529,4648
-6736,547,4549
-6588,627,3634
-6428,699,3085
-6314,710,2959
-6157,119,4885
-6667,356,4516
-7005,548,4153
-6799,495,4065
-6759,532,3886
-6481,801,2245
-6664,310,4485
-6669,318,4437
-7242,636,3777
-7219,599,3758
-7120,521,3763
-6914,440,3745
-6522,455,3459
-7130,653,3474
-6691,582,2838
-6639,575,2822
-6680,587,2817
-6648,593,2772
-6637,594,2755
-6922,723,2282
-6910,738,2230
-6787,736,2174
-6776,700,2173
-6671,727,2129
-6684,703,2124
-6656,707,2064
-6679,715,1943
-6249,-36,4952
-6692,176,4489
-6739,338,3931
-6726,310,3900
-6715,280,3830
-6811,366,3766
-6850,328,3748
-6839,356,3743
-6850,310,3738
-7150,519,3566
-7149,491,3462
-7178,582,3336
-6903,509,3215
-7300,632,3058
-7364,649,3053
-7088,652,2384
-7068,612,2386
-7039,746,2295
-6907,676,2262
-6822,683,2201
-6842,640,2102
-6729,666,2062
-6743,642,2050
-6801,619,2055
-6751,623,2044
-6774,613,2052
-6756,610,1979
-6659,680,1912
-6698,628,1906
-6661,683,1895
-6230,545,1646
-6099,554,1532
-6099,554,1532
-6687,118,4463
-6966,236,4190
-7047,240,4182
-6759,178,3958
-6751,177,3957
-6706,236,3834
-6752,162,3863
-6782,275,3756
-6767,186,3786
-6809,202,3727
-6984,349,3236
-7499,564,2945
-7449,629,2748
-7579,634,2701
-7579,634,2701
-7563,622,2687
-7535,556,2671
-7430,628,2609
-7493,605,2653
-7379,611,2555
-7437,609,2560
-7408,555,2575
-7438,541,2588
-7218,563,2521
