X,Y,Z,SIGNAL_STRENGTH
-5374,-422,5273,91
-5417,-301,6166,24
-5662,-261,5847,71
-5662,-261,5849,71
-5784,-233,5701,76
-6437,-153,4812,21
-5944,-305,5447,80
-5313,-450,5399,8
-6702,-279,3681,3
-6758,-481,4619,100
-5243,-981,5419,26
-5192,-1074,5471,24
-6900,-1154,5109,100
2486,1403,-3513,22
5429,1574,-2921,21
2735,2926,-3229,100
4763,3242,-3955,100
4099,3115,-3271,90
3596,3069,-2937,50
3514,3100,-2944,67
3632,3086,-3317,0
3956,3099,-3266,0
3549,2893,-3360,99
2591,1356,-3501,73
4734,3078,-3807,99
2516,1496,-3616,67
5018,1745,-3569,100
4611,1361,-3996,80
4611,1361,-3996,80
3629,3066,-3403,0
2435,2740,-3699,0
4375,3239,-3939,60
4779,2828,-3947,0
3715,3044,-3479,88
2853,2868,-3076,100
4299,3232,-3890,51
2660,2904,-2909,45
2169,3144,-3399,15
3229,2907,-3125,62
3796,3102,-3065,98
3527,2894,-3312,9
3991,3126,-3243,61
3575,2976,-3398,60
4219,3185,-3659,82
4418,3222,-3976,50
4764,3187,-3906,16
5496,2817,-3333,100
5016,2593,-3369,76
2424,1427,-3632,0
2631,1437,-3453,74
2382,1423,-3658,44
2382,1423,-3658,44
4613,1394,-3996,100
4570,1215,-3953,42
1105,2707,-2481,63
-6939,-310,3257,100
-6392,918,3180,55
-6392,918,3180,55
-6509,543,4254,75
-6969,-1318,4784,100
1741,1120,198,21
-6093,709,3518,6
3432,2751,-547,89
-6662,-181,2339,36
-6806,-19,4402,100
-6232,1655,3021,23
-5933,788,3837,26
-6933,131,4214,100
-6603,272,4441,61
-5788,1949,4081,32
3753,2606,380,70
3662,2617,308,51
1132,2733,-2614,48
-6933,-329,3195,99
-6894,-290,3353,100
-6146,1199,3625,30
-6128,1220,3588,18
4327,2494,1094,0
4609,2479,1523,34
4473,2489,1429,39
1244,2698,-2318,49
-6663,369,4873,100
-6791,20,4404,100
4609,2479,1523,13
4312,2506,1026,0
-6654,-204,2341,59
-6722,284,4332,100
-1349,593,3357,100
-5704,625,3995,92
-5141,1051,4937,42
203,2801,-3457,27
-217,2585,1506,0
-4204,1672,6218,0
-4222,1550,6071,0
-4237,1126,5686,0
-4148,1439,6029,0
-4249,1647,6112,0
-4008,1329,5926,0
-4233,1512,6005,0
-4053,1639,6222,0
4220,2605,838,0
3712,2602,358,0
3828,2618,468,0
4683,2440,1404,0
3887,2603,542,0
3915,2626,585,0
4374,2580,1073,0
-6773,409,4034,89
-5384,-482,5247,56
122,2466,-3301,53
163,2307,-2630,84
347,2242,-2375,100
350,2074,-2491,100
370,2047,-2440,53
1688,3014,-2241,100
1312,2985,-1947,58
1066,2666,-2216,100
339,2059,-2490,59
96,2442,-3130,84
466,2050,-2331,100
322,2080,-2529,100
341,2452,-3061,67
1234,3070,-2670,98
452,2754,-2867,22
569,2439,-2814,49
750,2394,-2565,38
781,2385,-2523,100
1124,2717,-2534,19
1260,2929,-1940,75
798,3213,-3904,20
1049,2730,-2614,27
561,2749,-2737,36
1508,3027,-2330,100
1290,2920,-1881,100
1604,2957,-1774,91
1747,2939,-1478,89
1905,3023,-2358,83
1684,3049,-2552,100
1466,3047,-2517,100
1495,2964,-1805,100
-125,2120,-3090,81
456,2840,-3503,69
1369,2997,-2051,81
1746,3101,-2999,59
1677,3111,-3094,99
1809,3034,-2457,100
1049,2660,-2216,100
-52,2149,-2954,77
1780,3088,-2906,100
1539,3124,-3206,73
1460,3115,-3133,92
1691,3068,-2706,85
1629,3006,-2174,98
841,3149,-3165,0
1617,2943,-1683,83
1199,2924,-2043,55
870,2699,-2444,49
809,2705,-2392,32
761,2377,-2511,0
1,2112,-2926,45
-73,2126,-3036,75
1989,3059,-2720,100
1656,3104,-2994,86
1508,3102,-2971,43
1655,3047,-2537,100
980,3154,-3357,92
1728,3013,-2253,90
1537,3034,-2421,92
1140,3079,-2770,89
1140,3079,-2770,89
1902,2960,-1789,100
1479,3001,-2116,73
1438,2995,-2039,100
1123,2762,-2673,100
1148,2895,-1800,35
848,2710,-2528,55
1715,3077,-2807,73
1653,3075,-2772,100
1489,3105,-3008,96
1477,3102,-2997,100
1309,3130,-3213,99
1913,3018,-2318,100
1303,3063,-2642,100
1207,3069,-2673,100
786,3119,-3126,81
785,3124,-3116,30
778,3123,-3110,25
1610,2964,-1849,100
1490,3088,-1907,86
1542,2972,-1893,83
1422,2996,-2061,100
1434,2980,-1965,74
1696,2924,-1500,100
1307,2973,-1985,100
1185,2911,-2027,16
1155,2822,-2074,20
887,2710,-2519,63
887,2710,-2519,63
757,2725,-2631,44
1781,3056,-2636,100
1773,3024,-2338,91
1229,3056,-2585,97
1431,2992,-2086,100
1394,2995,-2082,91
1238,2719,-2491,100
1210,2725,-2530,100
1270,2705,-2429,100
1211,2699,-2410,69
805,2739,-2694,65
771,2735,-2687,52
1065,2680,-2241,70
1017,2682,-2265,35
781,2716,-2532,51
216,2642,-3531,74
216,2642,-3531,74
-5909,-528,1840,20
-5762,-325,1885,100
-9139,534,160,53
-6362,-1927,3948,89
-6363,-1964,3881,24
-6609,-2006,3571,80
-6783,-1374,4440,58
-6912,-1689,2931,82
-6390,-829,4018,30
-6814,-1545,2439,88
-7103,-1502,3090,93
-6593,-656,3725,46
-6839,-1826,2386,80
-6420,-1979,3696,49
-5826,-1530,1544,52
-5842,-429,1908,0
-6301,-827,4071,45
-6569,-1357,3529,69
-6466,-1651,3903,50
-6188,-246,2170,100
-7155,-318,3140,80
-6611,-1613,2181,50
-6833,-1757,2472,37
-6833,-1757,2472,37
-6438,-1705,2024,53
-6907,-969,3275,84
-6236,-1048,4035,48
-6544,-1209,3680,100
-6570,-1233,3618,62
-6619,-1342,3538,69
-6619,-1342,3538,69
-6590,-1428,3524,0
-6868,-1601,3070,64
-6788,-1700,2426,90
-6669,-1764,3477,80
-6956,-1873,3063,73
-6888,-1799,2993,41
-6832,-1802,2351,14
-6645,-1994,3506,43
-6762,-1361,2457,54
-6756,-1414,2457,54
-6523,-1542,3568,80
-6733,-1483,2351,40
-6719,-1468,2338,80
-6501,-1444,2104,52
-6646,-1695,3507,48
-6646,-1695,3507,48
-6773,-1681,2449,60
-6828,-1661,2348,67
-6346,-1454,2012,93
-6346,-1454,2012,93
-6916,-1931,3114,44
-6886,-1890,2823,47
-6598,-1912,3602,73
-6903,-1944,3155,36
-6335,-1697,1937,75
-6437,-1812,2027,44
-5827,-1525,1626,54
-5954,-1672,1676,81
-6678,-153,2288,73
-9650,537,-12,22
-9671,379,-10,42
-6655,-605,2296,77
-7014,-1304,4799,100
-6334,-1255,4059,89
-6709,-1312,3594,0
-6880,-1379,3103,91
-6610,-1489,3567,27
-6741,-1410,2431,78
-6696,-1351,2353,75
-6669,-1568,3529,44
-6335,-1633,3920,46
-6564,-1650,3645,56
-6639,-1705,3519,88
-6739,-1624,2311,74
-6693,-1630,2321,75
-6644,-1769,3541,40
-6864,-1836,3183,29
-6857,-1876,2747,45
-6423,-1610,2036,52
-6392,-1568,1977,89
-6535,-1729,2092,42
-6414,-1657,2042,83
-6161,-1713,1823,93
-6130,-1712,1802,87
-6130,-1712,1802,87
-6109,-1710,1791,84
-5825,-1554,1581,58
-6749,-203,2513,0
-6635,-170,2301,70
-6869,-274,2641,55
-6625,-273,2283,62
-6311,-690,4115,54
-6841,-673,2549,79
-6657,-607,2326,83
-6309,-991,4083,100
-6449,-837,2148,56
-6792,-1409,2322,78
-6877,-1583,3107,92
-6623,-1696,3552,65
-6726,-1575,2482,56
-6742,-1576,2317,77
-6742,-1576,2317,77
-6742,-1620,2323,49
-6093,-1332,1783,60
-6868,-1918,3121,40
-6901,-1805,2956,47
-6908,-1794,2932,83
-6432,-1622,2044,86
-6636,-1977,3457,49
-6720,-1800,2283,44
-6720,-1800,2283,44
-6593,-1737,2154,74
-6530,-1732,2112,73
-6428,-1682,2042,49
-6435,-1719,2043,85
-6387,-1633,1971,89
-6374,-1644,1975,86
-6352,-1717,1942,41
-6446,-1805,2040,78
-6146,-1700,1780,88
-6119,-1703,1779,41
-6661,-220,2343,71
-6910,-268,2602,51
-6705,-527,3696,61
-6919,-480,2990,80
-6976,-566,3249,48
-6930,-695,3075,58
-6823,-567,2561,48
-6935,-717,3164,81
-6840,-655,2563,51
-6307,-970,4078,55
-6860,-906,3088,74
-6702,-931,2308,57
-6522,-1178,3668,46
-6876,-1351,3064,72
-6805,-1384,3004,61
-6830,-1412,2965,92
-7027,-1469,2948,0
-6744,-1323,2483,89
-6316,-1485,4043,76
-6869,-1505,3004,56
-6899,-1533,2969,96
-6899,-1533,2969,96
-6719,-1390,2505,62
-6719,-1390,2505,62
-6745,-1342,2470,58
-6324,-1564,3933,81
-6895,-1583,2994,60
-6895,-1583,2994,60
-6352,-1599,3936,80
-6883,-1752,3087,80
-6471,-1523,2067,57
-6471,-1523,2067,57
-6904,-1794,2902,81
-6896,-1800,2895,48
-6889,-1797,2878,51
-6899,-1799,2853,49
-6799,-1728,2393,57
-6603,-1729,2151,45
-6439,-1602,2077,56
-6339,-1560,2092,83
-6448,-1672,2049,83
-6469,-1823,2038,55
-6198,-1712,1820,45
-6147,-1707,1791,45
-5835,-1323,1555,53
-6817,214,3786,100
-5808,-1463,1587,95
-5912,-1573,1580,95
-5835,-308,1849,100
-9469,538,135,22
-5948,-777,1629,71
-5887,-1479,1606,53
-6432,-1420,2070,50
-5801,-1497,1583,80
-6594,-968,3722,100
-6552,-1075,3717,38
-6466,-993,3544,60
-6606,-1041,3644,54
-6606,-1041,3644,54
-6463,-833,2127,81
-9457,612,12,18
-6446,-801,2141,78
-6367,-1109,2041,52
-6403,-1188,2092,51
-6059,-1701,1720,39
-6020,-1693,1716,37
-6376,-958,2053,82
-6397,-1352,2074,49
-5980,-1289,1676,86
-6089,-1677,1773,47
-6063,-1709,1745,77
-9348,498,146,53
-9272,458,142,63
-9538,443,-183,36
-6558,-1144,3679,47
-6627,-1142,3599,75
-6372,-943,2057,77
-6114,-1228,1780,55
-6153,-1447,1804,59
-6179,-1578,1802,56
-6086,-708,3654,100
-6580,-701,3662,17
-6464,-959,2123,44
-6574,-1290,3609,37
-6383,-1247,2038,48
-6605,-504,3711,100
-5944,-529,1828,21
-6711,-342,4539,0
-6335,-681,2118,81
-6455,475,1747,13
-6117,387,1711,52
-6005,-635,1816,69
-6242,-339,2177,100
-5831,-780,1608,47
-6180,-209,2183,100
-5827,-488,1822,16
-5765,-653,1582,56
-5891,-935,1672,48
-5866,-945,1603,66
-5882,-1095,1625,51
-6640,-617,2294,79
-5879,-941,1628,31
-5931,-1020,1694,28
-6816,-1608,3607,0
-5843,-1106,1604,83
-5839,-1354,1617,85
-6698,250,4397,100
-6748,728,2140,28
-6941,405,3179,98
-6843,323,3205,0
-6637,-552,2323,83
-6914,-869,3107,28
-5744,-664,1534,87
-6853,-1227,3142,79
-5795,-941,1575,53
-6952,-1752,3056,52
-6740,363,3903,100
-6682,355,3690,46
-6903,-805,2994,88
-6922,-1093,3164,84
-6513,-1250,3658,47
-6580,-1389,3605,70
-6056,-1110,1748,47
-5797,-966,1563,52
-5841,-1071,1618,52
-6661,690,2110,15
-6808,114,3955,100
-6332,-357,4149,46
-6332,-357,4149,46
-6796,-113,2614,74
-6847,-623,2500,53
-6000,-1131,1723,57
-5921,-1149,1726,57
-5971,-1277,1672,62
-6090,-1380,1779,55
-6021,-1704,1684,38
-6814,598,2059,100
-6761,182,4049,100
-7430,496,2727,77
-7449,567,2353,98
-7420,520,2396,100
-9506,547,116,22
-6703,-474,2401,51
-6603,-427,2339,54
-6688,-433,2335,56
-6706,-488,2389,81
-6433,-492,2303,81
-6403,-619,2143,53
-6807,-853,2545,79
-6807,-853,2545,79
-6774,-876,2421,34
-6526,-814,2072,81
-5854,-687,1683,63
-6546,-975,2293,54
-6596,-1023,2274,54
-6009,-1257,1695,50
-5948,-1333,1675,64
-6801,424,4070,100
-6742,381,3995,100
-6735,375,3969,100
-6748,343,3919,100
-6829,603,2900,18
-6533,690,2037,42
-6533,690,2037,42
-6828,316,3755,68
-7142,436,3510,43
-7141,436,3497,43
-6935,465,3182,20
-6947,626,2175,18
-6776,622,2017,35
-7575,522,2641,83
-7575,522,2641,83
-6688,146,2198,100
-6669,-282,4595,100
-6694,-389,4542,92
-6887,-170,3144,83
-6884,-197,3098,42
-6512,-29,2297,85
-6905,-217,3160,41
-6908,-217,3107,76
-6819,-149,2621,42
-6792,-242,2626,50
-6575,-163,2348,60
-6903,-369,3202,76
-6829,-389,3182,94
-6833,-341,2638,51
-6901,-280,2603,0
-7046,-444,3192,71
-6884,-502,3096,97
-6799,-374,2614,49
-6791,-382,2605,80
-6782,-420,2601,72
-6782,-420,2601,72
-6561,-350,2308,55
-6254,-350,2208,100
-6254,-360,2197,100
-6943,-577,3162,59
-6869,-559,3108,88
-6741,-500,2400,81
-6664,-466,2333,81
-5836,-419,1881,100
-5887,-437,1848,100
-6894,-666,3154,53
-6945,-709,3169,88
-6945,-709,3169,88
-6905,-605,2910,50
-6905,-605,2910,50
-6819,-599,2556,49
-6850,-625,2566,48
-6745,-610,2568,50
-6822,-570,2444,46
-6740,-583,2359,79
-6582,-528,2256,53
-6331,-510,2201,100
-6925,-772,3155,62
-6890,-770,3156,62
-6922,-786,3162,91
-7069,-778,3057,0
-6673,-669,2573,45
-6812,-723,2558,52
-6742,-717,2573,52
-6895,-888,3075,79
-6812,-771,2549,49
-6755,-767,2435,36
-6768,-857,2417,30
-6735,-1023,2530,57
-6910,-1264,3127,81
-6896,-1253,2987,89
-6809,-1142,2481,56
-7026,-1218,2437,0
-6362,-981,2126,36
-6373,-981,2067,53
-5928,-912,1737,61
-6909,-1298,3121,58
-6909,-1298,3121,58
-6804,-1263,2495,61
-6743,-1271,2340,49
-5900,-931,1665,71
-5909,-995,1651,77
-6517,-1260,2129,77
-6321,-1160,2044,45
-5981,-1050,1594,87
-5832,-1173,1592,86
-6138,-1543,1785,59
-5810,-707,1588,70
-6636,-575,2286,45
-6636,-575,2286,45
-5839,-708,1619,34
-6531,991,2022,29
-5898,-814,1679,36
-5898,-878,1672,37
-5884,-880,1630,23
-5794,-408,1800,100
-5874,-642,1595,69
-6913,-1420,3201,43
-6813,121,3843,100
-6860,-509,3186,53
-6887,-633,3191,86
-5780,812,2727,39
-5850,-759,1650,58
-5903,-836,1670,76
-6219,983,2885,27
-5759,-385,1821,100
-5951,-870,1634,80
-5990,-972,1714,47
-5990,-972,1714,47
-6912,-91,4331,100
-5901,636,3784,0
-5902,636,3784,0
-6188,-654,1972,53
-5935,-624,1748,69
-6393,-683,2081,78
-6165,-688,1899,37
-5986,-677,1752,38
-6775,-1904,3656,31
-7038,565,4347,100
-6670,840,2059,53
-6885,799,2183,99
-7481,424,2935,64
-7875,349,2816,100
-6619,-609,3628,30
-6591,-638,3701,39
-6388,-483,2230,24
-6309,-477,2218,100
-5830,-400,1854,100
-6617,-831,3643,58
-6607,-1030,3616,57
-6394,-793,2082,85
-7081,619,2401,37
-7585,492,2633,80
-6569,-616,3699,40
-6598,-627,3710,100
-6637,-688,3664,53
-6138,-446,2141,100
-5852,-413,1882,100
-6699,-798,3679,58
-6405,-660,2137,76
-6365,-669,2152,73
-6385,-715,2041,28
-6414,-825,2117,73
-6371,-792,2047,80
-6576,1156,2954,68
-7067,467,4157,100
-7168,553,3584,89
-7186,729,2472,79
-7005,678,2356,14
-6939,703,2253,44
-7002,664,2222,61
-7256,453,3607,61
-7035,101,2445,100
-6652,-273,3685,100
-6652,-273,3685,100
-6181,-139,2188,100
-6630,-563,3680,55
-6418,772,3086,6
-6644,-216,4710,63
-6743,335,4405,100
-6641,484,4496,100
-6771,202,3770,100
-7566,531,2668,35
-5799,-162,2142,28
-5841,-706,1848,74
-6564,-85,2302,50
-6930,-314,3051,72
-7214,483,2925,91
-6961,83,3962,100
-7329,189,3260,9
-6272,-637,4007,33
-6926,-775,3171,73
-6887,-1022,3207,34
-5902,-698,1719,59
-6940,-1359,4676,100
-6533,632,4480,0
-6767,1161,1959,37
-6648,510,4465,100
-6423,805,2277,100
-6986,514,4377,100
-7012,549,3765,44
-6828,356,3682,49
-6926,419,3235,19
-6139,-338,3914,0
-6668,-60,2455,62
-6934,-474,3209,89
-6892,-852,3162,76
-6422,-1005,2115,41
-6930,-1688,3127,40
-6569,744,4557,100
-6290,668,3314,100
-6798,1115,2037,43
-6703,312,4986,67
-6838,550,3869,27
-6881,687,2570,88
-7054,394,3656,100
-7193,300,3317,10
-7193,300,3317,10
-7150,128,3345,46
-6951,-425,3122,77
-6552,-701,3716,40
-6298,-470,2245,23
-6640,480,4562,100
-6425,774,2234,43
-6466,541,1795,100
-7854,373,2810,92
-6285,57,2291,100
-6855,-323,2869,38
-6291,-497,2208,100
-5879,-689,1707,29
-5846,-662,1617,33
-6896,706,3119,100
-7051,538,3678,50
-7174,711,3075,75
-6905,427,3109,13
-7422,606,2956,100
-7629,419,2950,7
-7090,-159,3271,0
-6584,-110,2326,41
-6791,-201,2491,41
-6834,-514,2601,79
-5850,-662,1682,24
-5883,-713,1652,31
-6593,-1433,3591,65
-6471,699,4478,0
-6417,965,3183,0
-6321,723,3186,93
-7190,653,3382,21
-6664,632,2644,47
-6802,318,4055,100
-6834,677,2389,27
-6647,632,1968,100
-6351,516,1837,100
-6382,-147,4829,100
-7218,280,3704,39
-6677,-87,2435,64
-6558,-57,2353,94
-5839,-453,1852,88
-5755,-427,1795,100
-5761,-419,1772,12
-5884,-598,1674,33
-5874,-628,1650,41
-6658,-929,2249,44
-6003,-695,1756,76
-5833,-676,1649,69
-6557,-1166,3689,89
-6557,-1166,3689,89
-6422,314,3652,0
-6999,719,2327,27
-6989,672,2420,84
-6437,595,1787,100
-6745,214,3827,100
-7099,394,3746,70
-7220,430,3315,11
-6961,357,3232,49
-6939,415,3120,58
-6363,488,1811,30
-6202,539,1624,32
-6348,-137,4817,100
-6480,-140,4823,100
-6523,-176,4820,88
-6492,-224,4793,100
-6819,-54,2602,34
-6543,-56,2333,96
-6796,-176,2565,49
-6940,-347,3218,58
-5711,-408,1793,100
-6654,-603,2311,42
-6927,-886,3158,78
-6606,-688,2262,44
-6923,-1260,3076,64
-6874,-1343,2780,43
-6529,-1135,2061,72
-6760,-1737,3660,100
-5895,787,2790,51
-6468,1160,1960,24
-6602,808,2368,100
-6551,726,2408,96
-6765,258,4326,100
-6680,340,3918,100
-6718,289,3794,56
-6924,371,3235,40
-6874,398,3147,53
-6540,-196,4916,100
-6494,-209,4786,62
-6081,127,2136,100
-6716,-386,4536,100
-6746,-447,4559,100
-6338,-405,4168,100
-6338,-405,4168,100
-6642,-239,3709,28
-6507,-37,2286,66
-6307,-646,4079,66
-6561,-340,2285,44
-6496,-378,2311,75
-6255,-331,2205,100
-6240,-328,2187,100
-6655,-635,3634,30
-6828,-480,2527,50
-6582,-419,2270,71
-6262,-421,2207,65
-6915,-768,3285,36
-6985,-718,3210,75
-6608,-830,3641,58
-6623,-852,3640,57
-6620,-687,2241,69
-6271,-605,2205,13
-6913,-984,3073,80
-6798,-791,2523,44
-6616,-1118,3615,22
-6907,-1196,3138,74
-6954,-1207,3136,74
-5924,-793,1646,50
-6573,-1210,3673,40
-6656,-1250,3596,57
-5876,601,3805,100
-6067,824,2791,0
-6261,665,3331,100
-6354,711,3005,100
-6298,711,2980,100
-7411,547,2927,100
-7439,632,2559,14
-7387,604,2584,52
-6295,-300,4189,69
-6486,-13,2277,69
-6586,-158,2289,95
-5811,-162,1892,100
-6795,-275,2614,70
-6240,-251,2216,83
-6186,-321,2165,56
-6185,-359,2162,58
-6866,-598,3250,46
-6932,-576,3182,58
-6739,-491,2607,46
-6742,-541,2609,76
-6931,-692,3156,76
-6830,-586,2584,79
-6862,-630,2550,70
-6808,-603,2511,51
-6913,-819,3201,64
-6920,-798,3151,51
-6920,-798,3151,51
-6921,-815,3149,47
-6921,-815,3149,47
-6872,-783,2568,71
-6835,-780,2576,71
-6287,-885,2627,81
-6778,-902,2409,26
-6563,-1171,3677,42
-5961,-882,1754,77
-6411,-1160,2107,46
-6294,1013,2980,68
-6291,984,2977,66
-7408,554,2915,45
-6805,636,2059,100
-6414,545,1743,100
-7563,530,2666,35
-7582,537,2628,31
-7492,545,2554,45
-6400,-163,4808,89
-7109,182,3285,76
-7427,423,2583,83
-6275,-247,4156,44
-6689,-298,4551,61
-6696,-337,4587,100
-6326,-287,4171,45
-6330,-300,4170,57
-7823,130,2919,57
-6325,-333,4137,68
-6624,-82,2424,73
-6629,-90,2411,46
-6472,-24,2289,100
-6557,-394,3785,100
-6863,-243,3223,95
-6863,-243,3223,95
-6870,-225,3136,74
-6511,-162,2290,75
-6671,-244,2375,54
-9065,24,292,21
-6699,-367,2626,74
-6771,-405,2606,68
-6748,-374,2503,43
-6557,-391,2300,43
-6257,-337,2190,100
-6224,-346,2167,100
-6191,-386,2158,100
-6480,-717,4295,100
-7018,-639,3167,76
-6845,-579,3081,55
-6721,-478,2603,73
-6665,-523,2327,47
-6676,-524,2323,47
-6236,-420,2204,56
-6236,-420,2204,56
-6913,-688,3200,47
-6925,-707,3160,49
-6862,-588,2558,68
-6437,-509,2218,75
-6893,-801,3089,79
-6875,-1079,3131,47
-6873,-1069,2496,53
-6663,-989,2282,47
-6614,-999,2222,49
-5889,-790,1686,71
-6906,-1208,3023,87
-7009,-1299,2805,44
-6806,-1165,2499,53
-6806,-1165,2499,53
-7026,-1218,2437,80
-6971,-1235,2460,48
-6971,-1235,2460,48
-6431,-1173,2086,69
-5628,-253,1791,48
-6767,240,3913,100
-6788,429,4906,0
-4996,797,2378,100
-5152,1002,2497,100
-6216,671,4728,100
-7074,570,2264,9
-5193,868,2386,100
-6441,1145,1972,28
-5689,590,4089,100
-5643,576,4134,91
-5704,637,4065,100
-5599,870,2581,76
-5599,842,2578,78
-5785,886,2801,8
-5890,613,3780,91
-5828,806,2850,29
-5802,-99,1883,100
-5737,-164,1874,100
-5831,-328,1884,100
-5819,-415,1943,99
-6069,708,3572,16
-6569,529,4527,100
-6433,448,4814,100
-6552,518,4639,100
-6646,448,4459,100
-6579,516,4572,100
-5816,1639,4045,100
-6031,827,3331,17
-6880,411,3243,19
-5230,879,2478,100
-6359,654,3286,100
-5942,778,2728,10
-6751,450,3972,100
-6206,392,3507,100
-6915,407,4293,100
-6833,609,3181,17
-6520,168,4479,100
-5760,813,2805,100
-6407,850,2187,16
-6900,655,3360,99
-7271,577,2906,100
-7012,215,2502,100
-6551,-337,4472,0
-5378,881,2526,0
-6272,801,3000,32
-6449,759,3031,100
-6570,643,3471,78
-7267,608,2451,15
-6361,450,1790,21
-7581,505,2649,56
-5321,1003,2485,0
-6519,805,4476,0
-6519,805,4476,0
-6570,732,4442,100
-6477,618,4393,83
-6480,620,4395,83
-6051,756,2794,100
-6051,756,2794,100
-6369,767,3103,24
-6618,434,4458,100
-7159,609,3448,14
-6849,788,2134,86
-6567,673,2057,14
-6807,347,4010,0
-7404,676,2712,11
-6718,641,2211,15
-7235,619,2356,100
-7249,623,2353,100
-6318,461,1682,17
-6736,-30,4527,100
-6916,76,3952,100
-7243,338,3190,24
-7729,411,2817,14
-7404,510,2465,100
-7107,43,4062,100
-7548,277,3193,89
-6649,44,2258,100
-5178,945,2424,0
-5178,945,2424,0
-6239,665,4920,0
-5787,846,2851,46
-6544,797,4427,100
-6484,614,4564,100
-6646,791,2343,56
-6541,392,3532,50
-7135,620,3337,19
-6838,800,2336,87
-6936,461,3502,100
-6881,363,3180,82
-6881,363,3180,82
-6823,-20,4396,100
-7519,362,3053,16
-7333,454,2346,100
-7763,250,3478,100
-6561,-558,3654,31
-5075,990,2361,100
-5098,919,2238,100
-6201,449,5037,0
-6610,506,4880,100
-6678,1056,2018,8
-6520,455,3582,100
-6633,795,2003,97
-6667,294,3778,54
-6852,424,3162,17
-6844,423,3163,17
-6986,491,3107,94
-7284,679,2605,44
-7122,678,2589,100
-6931,662,2297,14
-7042,646,2349,14
-6677,594,1964,9
-7194,368,3502,100
-7221,337,3456,24
-7188,403,3371,17
-7188,403,3371,17
-7394,545,2822,14
-6984,575,2203,14
-6915,582,2141,19
-6830,583,2082,10
-6777,600,2013,17
-6811,567,1976,100
-6753,571,1903,100
-6298,494,1615,56
-7484,461,2973,15
-7569,464,2778,95
-7528,456,2782,95
-7351,156,3230,16
-7643,340,2627,55
-7479,314,2548,51
-7908,206,2778,100
-6591,-24,2290,59
-6900,-153,2531,10
-6605,-138,2271,88
-5055,1037,2339,100
-5062,1011,2355,100
-5167,996,2511,0
-5058,976,2347,0
-5069,957,2329,100
-5058,976,2297,0
-5048,938,2299,100
-5187,933,2446,0
-5086,945,2288,100
-5209,905,2474,100
-5225,884,2468,100
-5225,884,2468,100
-5894,694,3864,9
-6142,986,2885,57
-6142,986,2885,57
-5838,791,2826,63
-6081,640,3464,79
-6339,744,3093,16
-6754,347,4384,100
-6791,294,4337,100
-6705,631,2802,92
-6631,596,2767,100
-6598,691,1937,8
-7165,696,2525,60
-6928,380,3081,54
-7433,623,2577,66
-6782,8,4260,0
-6756,115,3903,100
-6756,115,3903,100
-7262,278,3426,28
-7543,439,2926,63
-7817,365,2895,67
-7806,390,2737,100
-7765,327,2550,100
-6366,129,2294,25
-6362,128,2296,25
-6761,-112,2399,47
-6693,-143,2352,80
-5161,1110,2387,100
-5074,1027,2288,99
-5074,1027,2288,99
-5184,985,2524,0
-5164,1034,2403,0
-5159,1048,2390,0
-5093,960,2357,100
-4914,893,2246,0
-5190,961,2447,0
-5223,972,2380,0
-5101,931,2350,0
-5080,907,2328,0
-5060,932,2245,100
-5178,879,2414,98
-5140,897,2372,100
-5142,898,2370,100
-5131,888,2360,0
-5131,888,2360,0
-6067,966,3633,46
-6067,966,3633,46
-6230,1247,2965,29
-6230,1247,2965,29
-5857,670,3824,0
-6198,1032,2910,47
-6198,1032,2910,47
-6464,720,4355,100
-6493,476,5025,0
-6472,676,4338,100
-6159,567,4119,0
-6492,413,5235,0
-6493,436,4866,86
-6493,436,4866,86
-6245,682,3313,100
-6011,698,2787,100
-6771,596,3953,28
-6717,610,3886,100
-6721,442,4455,100
-6785,519,3824,25
-6691,551,3676,100
-6627,308,4520,100
-6798,378,4012,100
-6798,378,4012,100
-6784,430,3804,46
-7154,663,3071,71
-6733,673,2261,68
-6730,237,4000,100
-6807,403,3756,28
-7079,613,2666,23
-6965,640,2322,99
-6965,640,2322,99
-6914,698,2278,70
-6705,206,3871,100
-7171,375,3449,18
-7412,481,2938,99
-7422,562,2763,81
-7357,570,2472,38
-7021,593,2260,100
-7644,531,2592,43
-6578,452,1861,81
-6482,452,1783,100
-6602,-196,4788,100
-6606,-195,4790,100
-7392,375,2335,100
-6342,-335,4099,57
-6237,-309,3560,0
-6560,-316,3792,81
-7001,-220,3182,29
-6931,-46,2529,14
-6843,-117,2518,76
-6558,-939,3720,94
-6835,-1230,3756,0
-6610,-1344,3587,10
-6919,-1420,3740,0
-5146,1045,2519,0
-5146,1045,2519,0
-5171,1092,2411,0
-5077,1055,2271,0
-5154,1014,2392,0
-5154,1014,2392,0
-5097,965,2372,100
-5086,972,2297,100
-5071,1016,2273,0
-5077,991,2264,0
-5912,1152,3869,19
-5814,1091,3844,0
-6271,1627,3047,28
-6312,1609,3073,22
-5196,978,2495,0
-5198,963,2510,0
-5205,945,2489,0
-5193,930,2476,100
-5148,982,2394,0
-5150,957,2388,0
-5150,957,2388,0
-5112,952,2375,100
-5127,925,2351,0
-5069,934,2321,100
-5094,915,2335,100
-5091,912,2281,100
-5098,910,2268,100
-6321,1505,3068,24
-5207,875,2443,100
-5208,873,2427,0
-5154,908,2391,0
-5178,875,2396,0
