X,Y,Z,SIGNAL_STRENGTH
1.92888,3.23501,-3.9862,81.23
1.88861,3.24344,-4.28335,36.964
0.323492,2.08437,-1.03515,114.652
0.610335,2.16682,-1.55941,170.98
0.787118,2.26248,-1.76645,137.263
0.787118,2.26248,-1.76645,137.263
0.851184,2.30713,-1.98988,68.379
0.86078,2.30897,-2.0027,133.649
1.01696,2.74141,-2.71998,110.222
0.983902,2.72651,-2.85,73.646
0.900092,3.1523,-3.31603,109.094
1.05079,3.16645,-3.42517,85.088
1.7527,3.28604,-4.42483,31.028
0.521364,2.11847,-1.53764,137.157
0.700609,2.20181,-1.84444,159.48
0.735806,2.63229,-2.55747,43.665
0.762645,2.71902,-2.89278,89.13
0.541662,2.667,-2.77647,96.721
0.450758,2.72872,-3.08598,60.971
0.150797,1.85924,-1.44013,136.017
0.182492,1.8655,-1.52524,90.784
0.834979,1.93006,-2.10938,137.252
0.145345,1.81699,-1.48066,107.725
0.139573,1.81971,-1.48119,0
0.162294,2.75346,-3.31942,46.035
0.120492,1.72883,-1.54062,150.69
-0.0880051,2.42661,-3.23886,52.661
-0.0676303,2.40742,-3.2486,110.385
1.80034,2.80774,-0.566833,149.76
1.76031,2.82036,-0.766551,166.977
1.84454,2.82475,-0.808802,157.332
1.59603,2.82689,-0.624423,70.345
1.18356,2.80046,-0.254787,88.971
1.19181,2.80263,-0.327961,149.871
1.20335,2.8081,-0.34091,159.97
1.29974,2.83992,-0.599291,136.87
1.46892,2.83298,-0.724706,150.236
1.43298,2.85682,-0.859578,121.094
1.44858,2.86529,-0.921942,109.854
1.54153,2.87889,-1.08309,117.963
0.656919,2.73542,-0.00744434,130.22
0.643313,2.73689,-0.0145428,114.046
0.933315,2.84986,-0.564595,95.217
1.37951,2.89529,-1.08182,101.968
1.38009,2.89486,-1.10961,60.743
0.665369,2.8203,-0.331379,137.532
0.905349,2.86228,-0.67489,90.776
1.07005,2.87397,-0.932067,102.636
1.16829,2.88176,-1.04206,118.327
2.30634,3.05231,-2.64064,80.505
0.723202,2.86898,-0.708781,117.892
0.697355,2.87831,-0.745869,93.858
0.748596,2.96236,-0.795349,80.896
1.56486,2.98806,-1.82783,91.989
1.75549,2.97158,-2.02089,112.97
0.550196,2.85913,-0.58092,99.751
0.711272,2.89061,-0.963869,83.145
0.707303,2.89359,-0.964521,83.145
0.68031,3.00744,-1.05654,121.828
1.33237,2.97253,-1.81086,115.675
1.97429,3.04321,-2.5293,118.995
-0.0883983,2.73437,-0.0727405,93.779
1.23209,2.96504,-1.83793,137.943
1.81161,3.03029,-2.4552,118.98
1.88932,3.04075,-2.61899,104.355
1.96918,3.05066,-2.64816,132.431
2.24962,3.10338,-3.02857,65.298
2.22625,3.10165,-3.05669,80.38
2.21597,3.1033,-3.06937,81.967
-0.449519,2.61941,0.24482,148.512
-0.260912,2.70734,0.0426671,101.046
-0.316095,2.71053,0.0350633,93.47
-0.210657,2.76617,-0.1164,116.22
-0.257549,2.76789,-0.133017,83.16
0.0211486,2.76149,-0.324877,143.747
0.126138,2.79515,-0.480316,63.862
0.106346,2.88252,-0.700907,66.363
0.13521,2.88022,-0.719497,77.011
0.18743,2.87625,-0.747402,105.11
0.713397,2.65671,-1.01382,34.26
1.10952,2.89606,-1.86846,40.378
1.19044,2.92108,-1.92294,0
1.31012,2.30006,-1.52659,75.164
0.913236,3.03043,-1.98305,90.861
1.11676,2.89392,-1.94936,183.942
1.01782,2.9226,-2.00195,141.254
1.16947,2.91491,-2.01171,155.469
1.1733,2.93057,-2.09529,162.198
1.63368,3.06459,-2.70915,129.193
1.62881,3.07916,-2.78171,97.372
1.97798,3.12025,-3.20402,111.322
1.97849,3.11875,-3.2034,111.322
-0.630155,2.72435,0.0407678,112.085
1.10669,2.84226,-2.1575,96.775
1.32112,2.72404,-2.39469,142.013
-0.538587,2.56123,-0.422752,57.184
1.58545,3.16365,-3.65716,52.907
1.72696,3.18941,-3.75369,93.148
1.89468,3.20429,-3.87935,95.447
0.833411,2.30365,-1.96155,66.797
0.904461,2.73523,-2.60475,112.39
1.76728,3.24976,-4.34656,50.259
1.73474,3.24106,-4.50124,129.101
0.205805,2.06136,-1.12284,113.43
0.625504,2.27208,-1.91012,183.19
1.66242,3.26363,-4.55003,17.43
0.535247,2.68065,-2.8061,36.768
0.635392,3.1132,-3.64904,78.13
0.831827,1.94922,-2.07396,171.155
0.365684,2.74682,-2.9992,41.562
0.628685,2.73546,-3.10602,69.857
1.05765,1.62203,-2.08592,36.777
-0.0238679,1.6926,-1.47512,92.704
-0.206184,2.461,-3.21551,43.665
-0.133727,2.42354,-3.20143,53.226
-0.0332633,2.43404,-3.28849,60.226
0.12794,2.47922,-3.41145,133.108
0.222519,1.38095,-1.30177,0
1.45304,2.86981,-0.931272,143.326
1.45703,2.87038,-0.967696,137.642
1.35999,2.87644,-1.00805,119.006
0.781314,2.80556,-0.265065,145.489
0.491133,2.78712,-0.202025,96.046
0.890841,2.86264,-0.696457,79.206
0.838622,2.8774,-0.793614,73.971
0.737584,2.94062,-0.855354,84.988
2.37136,3.06932,-2.78017,68.135
0.327548,2.82323,-0.342441,83.075
0.634215,2.95947,-0.980514,85.803
2.18879,3.10821,-3.10493,80.668
2.17634,3.10879,-3.11987,89.522
0.615375,2.79057,-1.01016,100.238
1.20943,2.91913,-1.83632,119.76
1.16689,2.93462,-2.0389,13.067
1.55121,3.06129,-2.63662,93.665
1.65356,3.06948,-2.75635,93.078
1.81976,3.11526,-3.11406,111.589
2.06241,3.1296,-3.26623,74.152
2.05252,3.13685,-3.2937,124.984
2.00083,3.14437,-3.34455,75.956
1.09698,2.84974,-2.10651,147.854
1.40901,3.08621,-2.84177,74.305
1.52161,3.09419,-2.92693,50.907
1.94319,3.19181,-3.42748,84.842
1.94894,3.14231,-3.40509,73.608
1.94894,3.14231,-3.40509,73.608
1.51833,3.16048,-3.23222,91.29
1.27285,2.69443,-2.49814,103.967
0.612087,2.28422,-1.44695,38.984
0.634769,2.26239,-1.52526,10.723
1.66841,3.3036,-4.52809,41.964
0.354572,2.18343,-1.52111,90.213
0.558617,2.74357,-2.71955,37.437
0.292778,2.21556,-1.61474,170.936
0.73332,2.69962,-2.92956,65.874
1.28277,3.14406,-4.4608,141.97
0.901569,2.00664,-2.09613,123.665
0.903249,1.98371,-2.08354,136.665
0.894404,1.96038,-2.09065,127.149
0.544039,2.69456,-2.95257,60.558
0.174819,1.91184,-1.46753,60.811
0.194378,1.98722,-1.54874,113.811
0.128293,1.92666,-1.55041,19.288
0.806731,1.89686,-2.05563,139.041
0.385805,2.85859,-3.62052,73.216
0.578117,2.85066,-3.83526,157.514
0.726771,1.84255,-1.98448,178.886
0.789189,1.84289,-2.06398,149.682
-0.222569,2.17279,-3.23394,77.575
1.28173,2.78581,-2.40501,109.672
0.443993,2.82078,-0.4266,73.373
0.412159,2.83511,-0.472094,91.114
1.22563,2.99414,-2.28179,79.444
1.42803,3.0433,-2.50833,104.817
1.42575,3.04678,-2.50993,104.817
1.11189,2.67273,-2.13514,160.729
0.608911,3.09367,-3.84743,139.28
1.15206,2.90062,-1.79679,43.128
0.156841,1.81382,-1.54058,60.174
1.33939,2.99184,-2.06537,68.537
1.14235,2.90215,-1.86775,55.171
0.0662588,2.4294,-3.43274,121.319
1.53989,3.00927,-2.19039,73.392
1.6264,3.01021,-2.24667,66.174
1.32323,3.06663,-2.64666,99.419
0.561108,2.25419,-1.27794,16.729
1.17182,3.14601,-3.33584,73.245
1.29277,3.02487,-2.29718,Jan.73
1.24699,2.9241,-1.95743,157.486
1.42459,3.08255,-2.80909,97.056
1.10535,2.8825,-1.92854,25.327
1.12788,2.77609,-2.67317,67.053
0.455914,2.87827,-0.549743,80.867
0.133735,2.77277,-0.33907,8.011
0.567033,2.22342,-1.21332,58.116
1.11513,2.84154,-1.85331,0
0.606924,2.25977,-1.05877,50.814
0.479431,2.05466,-1.55636,26.605
0.201067,1.28468,-1.21285,74.312
0.577404,2.8466,-0.657732,43.193
0.808532,2.89343,-1.07238,94.441
-0.140708,2.71223,-0.00387919,43.762
0.0893188,2.89382,-0.736861,69.879
-0.877476,2.73336,0.069535,63.78
1.41886,2.90649,-1.30555,87.099
1.64629,2.9468,-1.67377,73.907
1.12943,2.91317,-1.31031,109.989
0.963165,2.90271,-1.19013,103.822
0.105387,2.7933,-0.313551,20
0.675355,2.89177,-1.00806,22.817
0.0569804,2.82609,-0.541832,12.901
0.0769771,2.86566,-0.741214,15.164
1.14263,2.93579,-2.10398,40.964
-0.752301,2.71426,0.0857932,57.769
0.923128,2.26624,-1.65997,118.82
0.553866,2.23169,-1.56652,20.104
0.400332,2.01801,-1.14636,65.002
0.214598,1.08863,-1.1769,0
0.881558,2.27767,-1.67772,155.829
0.575954,3.17476,-3.77293,118.03
1.22371,2.88421,-1.03277,68.591
0.975907,2.8875,-0.957839,70.972
1.14555,2.8858,-1.0789,76.271
0.870348,2.87991,-0.878494,71.14
0.728403,2.88684,-0.876354,104.918
0.762825,2.89964,-1.05379,108.708
0.13095,2.80939,-0.340007,27.758
0.415061,2.88786,-0.812518,111.206
-0.132307,2.74044,-0.0727157,86.954
1.14392,2.89545,-1.8338,160.768
1.13812,2.88987,-1.90661,171.779
1.13992,2.88681,-1.90611,171.779
-0.270186,2.79492,-0.303653,24.36
0.492542,2.23146,-1.40004,10.712
0.334474,1.95845,-1.37827,178.406
1.19106,2.87936,-0.955855,82.434
1.19106,2.87936,-0.955855,82.434
1.31493,2.93263,-1.48051,69.951
-0.0552621,2.78048,-0.147641,83.943
0.142091,2.77529,-0.357318,3.886
0.142091,2.77529,-0.357318,3.886
-0.0750543,2.80091,-0.47232,48.127
-0.414656,2.76866,-0.184036,50.182
0.898152,2.2874,-1.73615,105.212
0.9361,2.2967,-1.75742,62.719
0.882089,2.29176,-1.83945,69.64
0.170867,1.90074,-1.4084,50.181
0.171904,1.90049,-1.40794,50.181
0.1565,1.796,-1.51799,107.084
0.0897589,2.8317,-3.4543,0
-0.324431,1.4257,-0.60512,119.857
0.259121,1.08228,-1.24693,0
-0.432035,0.949101,-1.10846,120.705
0.92763,2.85111,-0.672163,141.259
1.34573,2.90609,-1.26322,116.882
0.800668,2.884,-0.878896,67.292
0.165332,2.80899,-0.31992,74.036
1.26367,2.93332,-1.94,167.86
1.31832,2.98455,-1.96919,58.259
1.30897,2.98288,-1.97326,119.842
1.46308,3.00904,-2.19792,90.974
1.22552,2.92339,-2.009,36.16
1.21736,2.92091,-2.01696,167.953
-0.202231,2.78045,-0.215194,75.086
-0.0791897,2.81009,-0.422871,41.938
1.15554,3.01903,-2.2059,99.978
-0.423188,2.74817,-0.174506,85.94
0.710083,2.28117,-1.10461,138.417
0.771581,2.24217,-1.71827,0
0.569875,2.20379,-1.63909,23.017
0.0710984,2.74434,0.372863,61.811
0.364587,1.64435,-1.7477,110.633
0.186371,1.95686,-1.50789,60.757
-0.0393171,1.54581,-1.4025,33.242
0.26549,1.94038,-1.55262,103.683
0.278378,1.00808,-1.08753,22.861
-1.06618,1.12425,-0.153089,112.874
-1.9963,0.622557,0.0140197,55.605
0.328167,2.02668,-1.44433,73.018
0.180753,1.4924,-1.20798,0
-0.209185,1.45134,-0.830507,5.37
0.0866431,1.59018,-1.50845,110.17
-2.58677,1.82808,0.707318,61.046
0.160522,1.07747,-0.94267,58.094
-0.936848,1.15778,-0.26297,78.098
-0.315782,0.973278,-0.616209,20.099
-1.2198,1.03953,-0.292064,16.772
0.199924,0.99883,-1.59229,143.181
-0.860104,0.947815,-0.643119,0
-0.942273,0.961416,-0.690141,22.473
-1.16913,0.8687,-0.702765,0
-0.356361,0.849046,-1.14822,172.099
0.377701,2.04879,-1.0754,29.444
0.469622,1.99507,-1.1752,0
0.503573,2.208,-1.56603,171.303
0.160695,1.95578,-1.45372,6.288
0.173531,1.86799,-1.44264,4.288
0.187262,1.87317,-1.4447,70.024
0.162122,1.9312,-1.49954,58.463
0.177782,1.89101,-1.48641,87.226
0.184357,1.87922,-1.50351,77.764
-2.50529,2.46528,0.798943,55.149
0.176698,1.83579,-1.52054,0
0.102302,1.49451,-1.10443,0
0.0606118,1.36731,-0.975297,15.61
0.185648,1.39793,-1.22615,152.929
-0.0778401,1.40338,-0.918477,14.289
0.0357295,1.30188,-0.937407,19.752
0.187893,1.38784,-1.23916,46.908
-0.946722,1.07671,-0.239972,68.501
-1.30895,1.04738,-0.250264,47.006
-0.960053,0.918244,-0.649721,0
-1.03812,0.905768,-0.697077,86.722
-0.455155,0.638948,-1.39735,0
-1.81059,0.0525341,-0.000928766,90.383
-0.20733,-0.481657,-1.54555,164.789
0.206958,2.07054,-1.10673,58.544
0.212662,2.06703,-1.1065,88.794
0.193827,2.06721,-1.11083,3.701
0.602065,3.08963,-3.82756,89.138
0.221756,1.96964,-1.25136,9.712
0.162883,1.96955,-1.52542,15.587
0.152927,1.87993,-1.49243,0
0.17983,1.864,-1.5103,17.228
-0.0317511,1.89624,-1.43196,8.288
0.170699,1.827,-1.49757,60.74
0.154756,1.7601,-1.47875,20.288
0.141977,1.72957,-1.51511,36.555
-0.110043,1.45198,-0.900672,5.196
0.0313547,1.39256,-0.965388,73.687
0.184313,1.4555,-1.16342,56.246
0.129959,1.51398,-1.26261,40.82
0.0236877,1.56565,-1.44701,13.039
0.444384,1.49776,-1.87893,110.878
-0.229831,1.43055,-0.810741,12.072
0.121735,1.28381,-0.984795,108.687
0.121735,1.28381,-0.984795,108.687
0.1158,1.46622,-1.36653,13.909
0.259121,1.08228,-1.24693,51.735
0.0538479,1.16713,-1.36015,122.153
-1.07063,1.09726,-0.144129,100.756
-1.07063,1.09726,-0.144129,100.756
-1.29578,1.10399,-0.101792,100.453
-1.27101,1.06385,-0.209762,14.028
0.203693,1.01966,-1.62686,93.982
-1.73511,1.00666,0.0765085,43.181
-1.02187,0.943797,-0.540286,45.822
-0.979517,0.909127,-0.571028,0
0.718091,0.641845,-2.21094,0
-0.414819,0.417481,-1.23129,171.017
0.423184,0.153058,-1.85604,0
-0.262086,-0.528304,-1.52302,171.974
-0.262086,-0.528304,-1.52302,171.974
0.698013,2.25615,-1.87354,94.342
0.350691,2.07434,-1.44897,61.233
0.388598,2.12765,-1.49107,18.253
0.361242,2.1794,-1.57719,132.05
0.342848,2.06578,-1.44177,87.72
0.810541,1.92819,-2.04451,152.299
0.346397,2.79068,-3.14396,64.861
0.425047,2.80528,-3.22566,90.184
0.408803,2.80277,-3.23303,37.811
0.222726,1.95704,-1.32663,0
0.182614,1.90343,-1.48026,13.288
0.154056,1.9698,-1.49074,35.288
0.185589,1.85035,-1.47126,6.473
0.154918,1.78872,-1.51062,16.929
0.142045,1.74067,-1.48617,15
0.110086,1.72404,-1.53193,5.886
0.0569902,1.38828,-0.984767,15.762
0.0911642,1.50807,-1.33342,69.36
0.0911642,1.50807,-1.33342,69.36
0.155425,1.49021,-1.36327,56.604
-0.307201,1.3764,-0.569258,43.683
-0.307201,1.3764,-0.569258,43.683
-0.10377,1.35721,-0.884449,10.164
0.0139851,1.25678,-0.913724,28.876
0.0969032,1.23852,-0.941679,108.242
-0.432229,1.25167,-0.504191,104.352
-0.326666,1.14588,-0.649256,114.7
0.358461,1.18069,-1.68451,157.779
-0.928245,1.17668,-0.233648,83.098
-0.978805,1.07605,-0.222858,13.288
-0.812733,1.16234,-0.306467,15.419
0.0439756,1.12825,-1.349,126.751
0.0226297,1.13412,-1.36005,43.415
0.0368461,1.11861,-1.35629,136.794
0.0815939,1.07907,-1.34036,129.801
0.273044,1.09394,-1.583,140.409
-1.06229,1.06478,-0.161661,249.758
-0.251285,0.920331,-0.670911,30.16
-1.00684,0.988153,-0.513107,110.024
-0.970182,0.90444,-0.704736,11.359
0.43985,0.267109,-1.84957,0
-0.781647,-1.11227,-1.01996,76.942
-1.66863,2.67223,0.812943,66.142
0.466233,2.04232,-1.21976,165.854
-4.52859,2.20037,4.72164,163.068
-5.34904,-0.829351,5.23393,143.267
-0.452198,2.75704,0.186416,138.426
-6.83307,0.169052,4.38718,195.071
-0.559894,2.53988,1.82159,10.071
-7.01512,0.115792,4.07424,246.217
-6.798,0.564717,3.87663,153.245
0.478995,2.05544,-1.21012,56.426
-7.33597,0.672479,3.68374,91.009
-5.71571,-2.36672,5.14519,96.874
-5.45228,-1.82612,5.00984,34.264
-6.12059,1.97596,3.77679,25.503
-1.24954,2.72283,0.625304,51.74
-1.11448,0.988522,3.35409,9.185
-5.41797,0.160758,6.18157,176.382
-7.16871,0.376027,3.68433,38.065
-0.68238,2.76105,0.371015,72.067
-6.66082,0.114633,4.44108,79.47
0.175162,-0.91278,3.30795,44.712
-2.06344,2.51,1.08509,95.772
-6.6666,-1.87801,3.46201,48.706
-5.46028,2.17067,4.75705,54.282
0.482175,2.05218,-1.23571,44.268
0.112953,-0.421377,3.39072,106.162
-4.80662,-2.01781,6.0289,106.325
0.619701,2.25216,-1.31163,96.059
-5.42805,2.02233,4.66982,41.139
0.0422105,0.0747952,3.54934,50.362
-3.519,2.64315,1.40978,86.459
-5.18712,2.38238,3.25697,104.142
-5.34116,1.10878,5.02805,0
-1.1071,0.988158,-0.748423,4
-0.433644,2.79874,0.0671275,0
-1.44798,2.61301,0.642803,0
-0.926592,2.75131,0.418581,0
-7.57337,0.225955,4.04602,144.707
-6.97184,0.488991,5.4322,0
-6.2719,-1.97161,5.23531,0
0.2087,1.22016,-1.23993,35.108
-1.0139,0.875087,-0.777222,117.222
-0.456272,0.418226,-1.2543,170.017
-4.90696,2.3492,1.91848,97.135
-0.119249,0.930986,-1.02262,15
-0.489324,0.301553,-1.24547,92.041
-0.343344,0.466398,-1.30941,122.355
-7.05313,-1.70378,3.05252,42.472
-0.96172,0.970176,-0.545027,104.469
-0.429063,0.396499,-1.24347,177.131
-7.07893,0.149335,3.74719,183.778
-1.00506,1.00679,-0.837036,35.857
-7.39219,-0.136313,3.68128,178.772
-0.832191,1.08538,-0.289191,32.772
0.311659,0.337419,-2.01295,169.383
-0.846558,1.1184,-0.31071,15.772
-0.862216,1.05575,-0.347255,59.636
0.545249,0.418034,-2.0098,91.992
0.382017,0.13947,-1.84562,110.743
0.548591,0.431883,-2.02767,164.942
0.524172,0.377313,-1.99377,161.426
0.415933,0.268724,-1.93768,157.611
0.203737,1.23011,-1.23031,43.049
-6.52505,0.487715,3.56461,227.011
-6.88555,0.563775,3.86131,45.299
-6.67924,-0.244965,3.62331,54.717
-2.6764,-0.545633,0.337923,51.295
-0.531822,-0.208365,-0.916989,152.43
0.275088,-0.184995,-1.53828,92.693
-7.20028,0.540366,3.54345,192.298
-1.07435,-0.648202,-0.418426,104.2
-3.08754,2.71687,1.08133,17.854
-2.58984,1.34099,0.451491,49.512
-0.477505,-0.205226,-0.965965,88.209
-0.216375,-0.480104,-1.1984,100.063
-0.393244,-0.872599,-1.18472,93.138
-0.874234,-1.22963,-1.02042,89.17
-1.00524,-1.34659,-0.961797,83.953
-5.74292,2.40027,3.51879,116.403
-5.19657,2.45222,2.39414,43.111
-0.0644246,-1.57108,-3.19027,71.226
0.265434,1.20974,-1.71059,102.992
-5.10702,2.52268,2.07922,54.655
-2.46105,1.84385,0.500548,Aug.40
-0.913463,1.32565,-0.230297,105.076
-7.33073,0.429419,3.59673,128.153
-6.27757,-0.82018,2.07114,88.936
-0.0975646,-0.690939,-1.32167,125.056
-0.670102,-1.20768,-1.10948,143.871
0.192205,1.28295,-1.22181,40.938
-0.33412,1.27319,-0.652521,122.017
0.231518,1.11081,-1.19836,48.919
0.123504,1.05695,-0.874247,7.071
-5.25301,1.14848,2.61486,119.965
-7.34544,0.449099,3.5072,76.153
-7.31378,0.234107,3.34049,116.039
-5.61789,-0.318714,1.82273,45.321
-6.65591,-0.81367,3.6416,44.737
-7.03015,-0.949918,3.03803,119.059
-0.116541,-0.398468,-1.58525,162.327
-0.0511296,-0.417845,-1.55771,158.099
-7.07035,-1.95968,3.12626,37.873
-6.91248,-1.84603,2.41102,106.985
-0.335336,-0.575842,-1.4875,136.17
-0.231434,-0.508199,-1.53237,159.615
-0.635207,-1.00589,-1.25527,144.985
-1.09285,-1.40084,-0.944392,81.856
-1.69343,-1.78999,-0.610922,153.974
-3.27439,2.62699,1.6138,97.784
0.18286,1.3171,-1.25811,147.174
0.117657,1.23784,-0.953294,19.186
-0.916205,1.38444,-0.126854,18.555
0.232524,1.10411,-1.18622,156.234
-5.04114,2.3798,2.06577,58.926
-6.51898,2.37886,3.51308,83.207
-0.435983,1.00255,-1.03526,0
-2.57801,1.2575,0.474347,100.117
-2.2815,1.26151,0.245098,104.063
-0.895178,0.963107,-0.533846,15.228
-4.98986,0.872664,1.96366,13.37
0.380999,0.534217,-1.99536,130.878
-6.01311,0.736599,2.83549,20.31
-6.1935,0.133536,2.2761,94.751
-2.20122,-0.00451409,0.075645,104.08
-6.94512,-0.401955,3.21935,91.231
-6.12637,-0.203892,2.2011,102.955
-6.93589,-0.655444,2.86604,127.899
-6.97162,-0.714198,2.84426,86.267
-6.63049,-0.876243,3.6213,49.798
-6.64099,-1.02119,3.55712,73.514
-6.66033,-1.06778,3.53831,34.068
-6.81977,-1.49826,2.43666,72.53
-3.20731,-0.980359,0.794905,80.093
-6.63519,-1.85673,3.53732,24.018
-0.499177,-0.583958,-1.41286,80.85
-0.234911,-0.528239,-1.50331,130.17
0.171708,-0.507989,-1.44443,161.789
-0.594036,-0.741309,-1.31896,86.54
-0.327396,-0.591096,-1.4781,135.17
-0.708081,-0.897463,-1.23226,91.48
-1.40518,-1.80975,-0.971611,117.383
-3.01091,2.66488,1.07859,54.921
0.2393,1.45093,-1.19773,0
-3.39852,2.51483,1.3207,126.762
-0.342709,1.24254,-0.681584,96.027
-5.96572,1.81187,2.96409,61.995
-0.352587,0.880091,-1.17131,19.165
-4.91583,1.38432,2.10931,10.712
-1.10275,0.906999,-0.497903,89.226
-6.88244,0.517667,3.67301,128.833
-7.13694,0.470742,3.49435,53.513
-4.0943,0.617331,0.750989,94.285
-7.44592,0.273778,3.52278,109.153
-7.21723,0.204005,3.32262,43.295
-6.58959,-0.757025,3.65155,28.203
-6.59976,-0.756776,3.65695,28.203
-5.72958,-0.418811,1.93609,221.75
-0.510626,-0.131379,-0.960365,158.729
-6.93159,-0.963578,3.15191,67.551
-0.470488,-0.19855,-0.969659,74.312
-0.555934,-0.291322,-0.918368,68.654
0.262485,-0.148567,-1.57987,87.063
-7.06278,-1.26453,3.18916,82.341
-6.9502,-1.27387,2.78868,59.843
-6.64478,-1.47085,3.54345,71.269
-6.64478,-1.47085,3.54345,71.269
-7.22781,-1.56443,3.23029,78.591
-0.424056,-0.584614,-1.41242,209.501
0.139093,-0.426073,-1.43745,165.327
-0.561857,-0.70839,-1.35163,217.789
-0.318403,-0.722135,-1.247,135.811
-0.248476,-0.773278,-1.25021,172.23
0.0440602,-0.665403,-1.35587,155.729
-0.453063,-0.905108,-1.20988,156.017
-0.370952,-0.961733,-1.23138,150.088
-1.005,-1.47954,-0.979691,133.871
-1.60941,-1.65172,-0.670032,126.084
-6.57813,-1.48738,4.26942,50.633
-5.05746,1.43377,2.20108,191.881
-5.04804,2.39562,2.27908,76.819
-6.62594,-0.178424,5.32484,178.761
-1.4256,-1.80942,-0.946522,122.546
-5.1905,1.04688,2.3868,158.694
-6.65099,0.464621,5.50468,255
-1.50217,-0.865865,-0.301207,115.074
-7.29109,0.171888,3.77427,130.06
-1.47806,-0.765278,-0.600207,136.088
-1.54794,-0.86449,-0.546187,126.045
-7.23735,0.80879,2.84264,151.401
-1.71036,-1.84807,-0.562879,140.879
-1.36989,-1.618,-0.835574,73.291
-1.46138,-1.83092,-0.878873,137.991
-1.45521,-1.82773,-0.878821,137.991
-1.66406,-1.71389,-0.60801,131.215
-1.57603,-1.68733,-0.701411,66.084
-1.32965,-1.62722,-0.857847,125.344
-1.50742,-1.69645,-0.745537,135.088
-1.67142,-1.80308,-0.59342,106.712
-1.42226,-1.70226,-0.789658,89.009
-1.67391,-1.7499,-0.60213,150.92
-1.67391,-1.7499,-0.60213,150.92
-1.67715,-1.81661,-0.608114,153.23
-5.7591,0.924131,3.09559,29.008
-6.73976,-0.104221,2.88275,136.693
-7.001,-0.614742,2.93396,112.035
-5.61937,-0.371054,3.44719,0
-6.39981,-1.88856,5.04938,215.256
-5.12613,0.958989,2.31706,210.225
-6.69247,0.553884,5.13329,253.804
-6.21676,0.667558,2.54184,100.445
-6.15232,0.660414,2.51643,100.445
-5.72614,1.94445,2.7131,18.484
-5.66363,0.81083,2.52926,16.712
-5.61937,-1.99164,4.42962,0
-5.10837,1.38115,2.38374,192.079
-2.62712,0.637082,0.409014,167.269
-6.94521,0.553774,3.91299,153.772
-6.96239,0.326054,3.6649,31.861
-1.48942,-0.690285,-0.552436,116.426
-6.06601,0.313268,5.18924,0
-7.01017,0.750951,3.05857,131.862
-7.01017,0.750951,3.05857,131.862
-6.00395,-0.505077,2.06629,19.359
-2.46757,-0.598093,0.227376,141.994
-0.473225,0.958152,-1.09872,93.831
-7.20893,0.408575,3.40071,44.897
-7.37893,0.580992,2.96286,22.267
-7.40709,0.580807,2.97193,22.267
-7.56909,0.304572,2.93399,114.132
-6.47638,-0.242161,5.03044,149.669
-6.93227,-0.312426,3.07443,129.82
-6.05857,-0.132051,2.14191,22.794
-5.68895,-0.36596,1.89353,223.116
-5.66121,-0.364495,1.88344,223.116
-6.38402,-0.662256,2.21178,82.055
-6.67698,0.438053,4.50114,253.815
-5.66329,0.0515212,4.52762,169.712
-6.64501,-0.953834,3.60865,74.227
-6.96897,-1.69346,2.94568,86.68
-5.33551,0.953463,2.55023,204.818
-5.37352,0.365542,4.61818,254.772
-5.37352,0.365542,4.61818,254.772
-7.18473,0.343279,3.20034,13
-7.72048,0.421764,2.73928,17.31
-5.94336,-0.214856,4.74545,255
-7.34842,0.122273,3.30805,143.05
-7.03228,-0.130296,3.00463,136.155
-6.89977,-0.255147,2.87219,135.867
-6.94737,-0.428305,2.62705,129.209
-6.09074,-0.735831,1.95828,59.182
-7.00314,-1.24809,3.14648,76.286
-2.91319,-0.747236,0.56514,86.003
-6.92714,-1.57064,3.14133,47.397
-6.79657,-1.54705,2.42644,98.295
-6.68,-1.81675,2.43488,67.431
-1.16568,1.06527,-0.162727,86.604
-1.17205,1.04048,-0.278881,69.126
-5.13349,1.46174,2.32767,16.039
-4.62769,1.25151,1.66554,103.606
-7.44942,0.650402,3.2362,13.609
-6.93762,0.729525,2.66319,15.054
-7.10991,0.821538,2.68401,140.707
-6.84158,0.338716,3.96096,254.288
-6.70757,0.41444,3.64663,111.562
-7.272,0.374656,3.53157,179.457
-7.34907,0.387826,3.49222,32.175
-7.25232,0.447374,3.15933,14.212
-7.21442,0.320257,3.33347,28.288
-7.41729,0.556445,2.80327,19.544
-7.58745,0.41411,2.80312,12.897
-7.58745,0.41411,2.80312,12.897
-7.78973,0.3705,2.90994,91.893
-7.33439,0.156169,3.24258,14.288
-7.36061,0.156723,3.25389,14.288
-6.51435,-0.153268,2.39204,118.641
-6.78348,-0.532849,2.5516,139.117
-6.99675,-1.24,3.03533,89.516
-3.01869,-0.849239,0.676586,207.772
-6.65114,-1.98895,3.51069,52.429
-5.41433,2.4654,2.9348,110.318
-4.75635,2.31806,1.83993,129.062
-0.312969,0.937357,-0.66965,25.409
-1.04215,0.906027,-0.696599,76.423
-6.87836,0.546474,3.83945,11
-7.32729,0.718547,3.70584,115.423
-7.41813,0.679037,3.25182,14.218
-7.04269,0.426627,3.15104,15.587
-7.0813,0.393317,3.1314,79.855
-7.24014,0.404931,3.14195,16.066
-7.28687,0.314073,3.18954,93.762
-7.70935,0.422951,2.93323,16.484
-7.95891,0.347652,3.13188,109.844
